text,category
" вопрос по публикации в вашем журнале отлично, значит скоро отправлю две статьи опубликована бесплатно, но насчет 4 января вряд ли, скорее в середине января. отлично, т.е я правильно понимаю, что в случае положительного результата принятия, уже 4 января моя статья будет опубликована? бесплатно? 16:46 +04:00 от vestnik vsu : уважаемый автор! статьи, представленные в вестник вгу саит проходят рецензирование, на основании которого принимаются к публикации. сейчас принимаем на рецензирование статьи в 42018 (выход январь 2019)и 12019 (выход март 2019). журнал входит в ядро ринц, о скорости индексирования ничего сказать не могу. здравствуйте, подскжите у меня есть статья. могу вам скинуть на публикацию. тема связана с бизнесинформатикой,экономика, аналитика. подскажите через какое время ближайшее статья может опубликована, в положительном случае? т.е ближайший выпуск какой будет журнала? и поскажите, в ринц проиндексируется когда после опубликования в журнале?по крайней мере по статистике через какое время индексируется в ринц. спасибобизнес информатика. есть желание опубликовать свою статью, подскажите как можно это сделать в вашем журнале? какие условия , если ли возможность бесплатной публикации? максим! ",вопросы
" вопрос по публикации в вашем журнале уважаемый автор! наш журнал публикует статьи по различным аспектам, связанным с понятиями ""книга"" и ""библиотека"". c уважением, лаврик ольга львовна, д.п.н., профессор, зам. директора по научной работе, главный редактор журнала «библиосфера». новосибирск, 630200 гпнтб со ран, ул. восход, 15 тел. 83832662989 email: здравствуйте, являюсь студентом (магистратура) уральского федеального университета имени ельцина (г. екатеринбург). специаольность: бизнес информатика. есть желание опубликовать свою статью, подскажите как можно это сделать в вашем журнале? какие условия , если ли возможность бесплатной публикации? ",вопросы
" информация о беккере информация о члене редколлегии-беккер.docx прикрепляю для заполнения информация буренин а.а. высылаю табличку про беккера. dr. dr. h.c. dr. h.c. это означает чтото вроде почетного доктора, это официальная научная степень в германии. д.ф.м.н.,проф. шашкин александр иванович т. 8(473)2208322 ",другое
"вопрос о рецензировании материалов уважаемая редакция! прошу извинить за беспокойство, можно ли узнать о результатах рецензирования? уважаемые авторы! статья о методах оценки стратегии развития социальной сферы ресурсного региона с.м. лавлинский, л.л. яковлева представленная в редакцию научного журнала вестник вгу саит , находится на рецензировании. результаты сообщим. здравствуйте, уважаемые коллеги! просим принять к рассмотрению нашу статью для публикации в вашем журнале «вестник вгу. серия: системный анализ и информационные технологии». с ув. лавлинский сергей михайлович (д.т.н., профессор, г. новосибирск), институт вычислительной математики яковлева лидия леонидовна (доцент, г. чита), забгу, кафедра пим яковлева л. л. забгу, кафедра пим ",вопросы
" сведения о саит для вак информация 2 о члене редколлегии-кургалин с.д.docx здравствуй, вероника! посылаю сведения о себе. кургалин v уважаемые коллеги! v для подтверждения в вак соответствия v компетенции членов редколлегии журнала v «вестник воронежского государственного v университета серия: системный анализ и v информационные технологии» группе v специальностей, по которой заявлен журнал v вестник вгу саит. сейчас журнал в перечене вак (перечень ведущих v рецензируемых научных журналов и изданий, в v которых должны быть опубликованы v основные научные результаты диссертаций на v соискание ученых степеней доктора v и кандидата наук) соответствует группе v специальностей 05.13.00 информатика, v вычислительная техника и управление . в v настоящий момент идет уточнение v списка отдельных специальностей и областей v науки, по которым статьи, v публикуемые в нашем журнале, будут учитываться ваком. v в связи с этим, просим вас представить v информацию о своей научной v деятельности и публикационной активности по v специальностям и областям наук, v указанных в прикрепленном файле для вас по v соответствующему шаблону. v прикрепляю необходимые паспорта специальностей. v v вгу саит гаршина в.в.",другое
"статья авторы_свед.docx,рисунки_шубина_васева.rar,статья_шубина_васева.docx здравствуйте. просим прощения за навязчивость, отправляли вам статью и сведения об авторах. пока не дождались решения, повторяем отправку. будем благодарны за информацию о получении и о возможности публикации. с уважением, е.с. васева.",вопросы
задорожний в журнал вестник вгу саит.docx отправляю еще раз. первый раз отправлял 20.03.18. искренне в.задорожний ,другое
задорожний грекш грекш.docx отправляю сведения о грекше. искренне в. задорожний ,другое
" требования к статьям саит спасибо, может их еще разослать по всем, кто доступен? 11.04.2018 12:51, vestnik vsu пишет: александр анатольевич! прикрепляю полный вариант требований по оформлению статей в саит. алексей кураков сегодня должен выложить на сайте. ",вопросы
нет темы саит.docx ,подача статьи
"статья аббасова анкета.doc,арт вол абба статья.docx,арт_вол_абба_статья.pdf,артюшенко анкета.doc,воловач анкета.doc,рис 1.tif,рис 2.tif,рис 3.tif уважаемая редакция! просьба рассмотреть статью синтез алгоритмов нелинейной обработки информационных параметров сигнала при воздействии узкополосных помех с негауссовским характером распределения статья в файлах, рисунки и анкеты авторов прилагаются. с уважением, татьяна аббасова",подача статьи
"от шашкина!!! о конференции фкн вероника! нам ответили из iop. нужно срочно доработать сайт конференции. все вопросы и консультации с кузнецовым александром. результаты ему продемонстрировать, т.к. он уже имеет опыт и знает как все надо сделать. делать надо все очень качественно: никакой халтуры!! иначе мы не сможем дальше с ними работать! кто сможет сделать на английском? чтото можно взять с нашего сайта. в общем, все к кузнецову. мы т.м. с 26.04 по 11.05 будем во вьетнаме. д.ф.м.н.,проф. шашкин александр иванович т. 8(473)2208322 оригинальное сообщение следует ",другое
" 4прост. фрактал 22342+.doc уважаемые коллеги! прошу вас рассмотреть мою статью для срочной публикации к сожалению, у меня горят все сроки сдачи и рассчитывать я могу только на вас!!! уточните пожалуйста стоимость публикации в случае необходимости, я могу оперативно внести правки (если таковые потребуются) с уважением, а. щербаков ",подача статьи
" вестник вгу саит-рецензия статья лихачев пантюхин сидоренко (2).docx уважаемая редакция! замечания рецензента учтены, статья доработана. текст доработанной статьи прикрепляю. спасибо! уважаемые авторы! получена рецензия на статью алгоритм морфологической обработки радиолокационных изображений для автоматического обнаружения объектов по радиолокационной тени. у рецензента есть ряд замечаний, после доработки статья будет принята к публикации. текст рецензии и текст статьи с пометками прикрепляю. ",готово к публикации
" уважаемый господин болякно, денег за публикацию мы не берем, но и на веерную рассылку не отвечаем. рекомендую вам более уважительно относиться к редакциям научных журналов. татьяна ершова ершова татьяна викторовна директор национальный центр цифровой экономики московский государственный университет имени м.в. ломоносова главный редактор научноаналитический журнал «информационное общество» кандидат экономических наук адрес: 119192, москва, гсп1, ломоносовский проспект, д. 27, корп. 1, оф. 802 моб.: +7 (903) 7201542 skype: tatiana_ershova email: веб: от: владимир болякно дата: понедельник, 23 апреля 2018 г., 21:54 кому: rust здравствуйте, вас беспокоит болякно в.а. (аспирант бргу), я бы хотел напечатать у вас свою статью по своему патенту. присылаю вам пример статьи (по вашим стандартам не оформленную), чтобы узнать подходит ли вам данный материал. если подходит, хотел бы узнать какой перечень документов мне нужно вам прислать для публикации. сколько будет стоить статья, а так же когда ориентировочно она будет напечатана. ",вопросы
"информация о статье здравствуйте, вам отправлялась статья ""исследование возможности улучшения алгоритма билинейной интерполяции для корректировки цифровых изображений применением теории полей ориентации"", авторы: тимофеева н.е., гераськин а.с. можно узнать результаты по статье? ",вопросы
"публикация в журнал в серии ""системный анализ и информационные технологии"" доброго времени суток! скажите, пожалуйста, если я сейчас отправлю статью на публикацию, то при успешном прохождении рецензирования она сможет быть опубликована только во 2 номере, который будет выпущен в июне? спасибо! ",вопросы
"статья + эксперстное заключение doc01203920180426134858_002.jpg,ершова и.в._статья.doc добрый день, вероника викторовна! в приложении статья и экспертное заключение. статьи иногда содержат закрытые к публикации сведения. экспертное заключение подтверждает возможность публикации в открытых источниках (к ним относится наш журнал). в вузах и научных организациях всегда есть экспертный совет,заверяющий данное экспертное заключение. пример прикрепляю. спасибо, а что за экспертное заключение? на сайте о нем ничего не сказанно... и может в таком случае экспертом быть специалист, работающий в этой направлении, а не сотрудник с места работы? отправлено со смартфона samsung galaxy. исходное сообщение от: vestnik vsu < дата: 06.04.18 15:18 (gmt+03:00) кому: ""и.в. ершова"" < тема: вопрос уважаемый автор! достаточно выслать электронный вариант статьи и скан экспертного заключения о возможности опубликования данных материалов (с места работы или учебы). добрый день, уважаемая редакция! интересует вопрос по поводу опубликования статьи в вестнике вгу серия: системный анализ и информационные технологии: ""вам сначала необходимо отправить электронную версию статьи и после ее возможного одобрения высылать текстовый файл или все должно быть одновременно?"" ",подача статьи
"статья для печати в журнале вестник г.воронеж.rar здравствуйте, редакция журнала «вестник вгу». прошу разместить статью в вашем журнале. общая ",подача статьи
"статья для печати в журнале вестник г.воронеж.rar здравствуйте, редакция журнала «вестник вгу». прошу разместить статью в вашем журнале. алдабаева о.г. ",подача статьи
"статья для печати в журнале вестник г.воронеж.rar здравствуйте, редакция журнала «вестник вгу».прошу разместить статью в вашем журнале. алдабаева о.г. ",подача статьи
"статья здравствуйте! подскажите пожалуйста, какой порядок размещения статьи? ее вам на почту нужно скинуть? отправлено из mail.ru для android",вопросы
"вестник воронежского государственного университета. серия: системный анализ и информационные технологии добрый день! меня зовут валерия, я являюсь аспиранткой омского государственного технического университета. хотелось бы узнать, успеваю ли я попасть в ваш журнал №2 2018 года или нет? если да, то какого числа нужно предоставить статью? включён ли журнал в перечень вак? желаю хороших праздников! с нетерпением жду вашего ответа, валерия. ",вопросы
статья статья.zip добрый день! статья для вестника во вложении. павел паринов ,подача статьи
"нет темы печатнова е.в. рисунок 1.jpg,печатнова е.в. рисунок 2.jpg,статья печатнова е.в..docx,печатнова е.в. заключение о возможности публикации в открытой печати.jpg здравствуйте, высылаю материалы для публикации статьи в журнале вестник вгу. серия: системный анализ и информационные технологии. с ув. печатнова е.в. ",подача статьи
" статья + эксперстное заключение здравствуйте, проинформируйте пожалуйста по поводу статьи, принята ли она к оппубликованию??? добрый день, вероника викторовна! в приложении статья и экспертное заключение. статьи иногда содержат закрытые к публикации сведения. экспертное заключение подтверждает возможность публикации в открытых источниках (к ним относится наш журнал). в вузах и научных организациях всегда есть экспертный совет,заверяющий данное экспертное заключение. пример прикрепляю. спасибо, а что за экспертное заключение? на сайте о нем ничего не сказанно... и может в таком случае экспертом быть специалист, работающий в этой направлении, а не сотрудник с места работы? отправлено со смартфона samsung galaxy. исходное сообщение от: vestnik vsu < дата: 06.04.18 15:18 (gmt+03:00) кому: ""и.в. ершова"" < тема: вопрос уважаемый автор! достаточно выслать электронный вариант статьи и скан экспертного заключения о возможности опубликования данных материалов (с места работы или учебы). добрый день, уважаемая редакция! интересует вопрос по поводу опубликования статьи в вестнике вгу серия: системный анализ и информационные технологии: ""вам сначала необходимо отправить электронную версию статьи и после ее возможного одобрения высылать текстовый файл или все должно быть одновременно?"" ",вопросы
"статья яшина.docx статья яшина.docx здравствуйте,можете ли вы напечатать в журнале данную статью?сколько это займет по времени? ",подача статьи
"статья вак добрый день! подскажите, пожалуйста, подходит ли данная тема для вашего журнала ""создание вебориентированной среды типовых моделей бизнеспроцессов, как инструмента повышения эффективности процессного подхода""? сколько времени занимает проверка статьи? платная ли публикация? ",вопросы
"статья шмырин, ярцев шмырин, ярцев вестник вгу 2018.docx здравствуйте, уважаемая редакция! высылаем вам статью ""сравнение результатов смешанного управления окрестностных моделей установки поддержания оптимальной температуры полиола"" на рассмотрение для опубликования в журнале вестник вгу, серия системный анализ и информационные технологии. авторы шмырин а.м., ярцев а.г. ",подача статьи
"статья вгу серия системный анализ и ит здравствуйте, уважаемая вероника викторовна. 25.01.2018 года получила от вас письмо о том, что статья гегерь э.в., федоренко с.и., козловой и.р. ""информационная поддержка оценки риска профессиональной заболеваемости, основанного на анализе бинарных выборок"" для журнала ""вестник вгу"", серия системный анализ и ит, находится на рецензировании. о результатах рецензирования вы не сообщали. буду очень благодарна за ответ. гегерь эмилия владимировна тел. (84832) 715158 ",вопросы
"нет темы печатнова е.в. рисунок 1.jpg,печатнова е.в. рисунок 2.jpg,статья печатнова е.в..docx,печатнова е.в. заключение о возможности публикации в открытой печати.jpg здравствуйте, скажите пожалуйста получена ли моя статья? и когда будет отправлена на рецензирование? пересылаемое сообщение системный анализ и информационные технологии. с ув. печатнова е.в. конец пересылаемого сообщения с ув. печатнова е.в. ",вопросы
"статья в журнал вгу серия системный анализ и ит здравствуйте, уважаемая вероника викторовна. направила вам письмо 8.05.2018 г. следующего содержания:"" 25.01.2018 года получила от вас письмо о том, что статья гегерь э.в., федоренко с.и., козловой и.р. ""информационная поддержка оценки риска профессиональной заболеваемости, основанного на анализе бинарных выборок"" для журнала ""вестник вгу"", серия системный анализ и ит, находится на рецензировании. о результатах рецензирования вы не сообщали. буду очень благодарна за ответ."" дозвониться до вас не могу по телефону, указанному на сайте редакции журнала отвечают, что я неправильно звоню. буду признательна за ответ. знать хотелось бы срочно. т.к. в статье экспериментальные данные, возможные для дальнейших публикаций. тел. (84832) 715158 ",вопросы
" статья баева н.б., колонцова е.п. tychinina_viktoria_statya_v_vestnik.docx вероника, добрый день! баева нина борисовна просит принять статью в вестник. татьяна азарнова ",подача статьи
"вопрос добрый день, вероника викторовна!!! не могу до вас дозвониться по номеру телефона который указан на сайте...интересует вопрос по поводу статьи ершовой и.в. и соколовой а.в. к вопросу о средствах защиты компьютерных систем и сетей с помощью сертифицированного программного обеспечения которая вам была выслана 26.04.2018 вместе с эксперным заключеним, а от вас нет никаких решений, ждем очень и волнуемся... ",вопросы
"статья. ctatya-1.docx,svedenia_ob_avtorakh.docx здравствуйте! отправляла вам статью по почте, пришла 14.05. подскажите, как узнать об публикации. прикрепляю во вложении статью и сведения об авторах. отправлено из mail.ru для android",подача статьи
"статья здравствуйте, вам отправлялась статья ""исследование возможности улучшения алгоритма билинейной интерполяции для корректировки цифровых изображений применением теории полей ориентации"", авторы: тимофеева н.е., гераськин а.с. можно ее статус? с уважением, гераськин а.с.",вопросы
"статья для воронежского университета.doc здравствуйте. пожалуйста, рассмотрите возможность публикации моей статьи в вашем журнале. с уважением, леонид эрштейн",подача статьи
научная статья в журнал «вестник вгу. серия: системный анализ и информационные технологии» предварительная обработка временных рядов производственных систем.docx добрый день! прошу вас рассмотреть возможность публикации научной статьи в очередном выпуске журнала «вестник вгу. серия: системный анализ и информационные технологии» фгбоу во кубгту а.а. жданов,подача статьи
" вестник вгу саит здравствуйте! большое спасибо за ответ и публикацию. уважаемые авторы! статья о методах оценки стратегии развития социальной сферы ресурсного региона с.м. лавлинский, л.л. яковлева прошла рецензирование, принята в номер 12018 вестник вгу саит. пока проходит верстка номера. по техническим причинам выход номера журнала задержался. приносим извинение за временное отсутствие связи с авторами. готовый pdf номера будет размещен на сайте журнала яковлева л. л. забгу, кафедра пим ",готово к публикации
" заседание редколлегии к сожалению, буду в командировке. а.кретов уважаемые члены редколлегии научного журнала вестник вгу: серия системный анализ и информационные технологии! приглашаем вас на заседание редколлегии, которое состоится 04.06.2018 в 1600, ауд 381а (каф пиит, фкн). тема заседания рецензирование статей и комплектование номера журнала 22018. ",другое
" заседание редколлегии здравствуй, вероника! спасибо за приглашение участвовать в заседании редколлегии, однако, к сожалению у нас ранее уже было намечено на 1530 заседание кафедры. я постараюсь быть на заседании редколлегии, но очень вероятно, что несколько опоздаю. кургалин v уважаемые члены редколлегии научного журнала v вестник вгу: серия системный v анализ и информационные технологии! v приглашаем вас на заседание редколлегии, v которое состоится 04.06.2018 в v 1600, ауд 381а (каф пиит, фкн). v тема заседания рецензирование статей и v комплектование номера журнала v 22018. v ",другое
" сверка статьи тюрин с.ф. добрый день! спасибо! нашёл свои ошибки: в предложении на стр.55 вверху слева ""вызывает интерес анализ таких новых архитектур плис, использующих новые технологии создания транзисторов,например, trigate3d транзисторов, 3d микросхем, архитектура hyperflex"". конечную фразу ""архитектура hyperflex"" лучше убрать. на стр.59 также вверху слева ""наличие hyperregisters, встроенных в межсоединение, помогает уменьшить упростить маршрутизацию"" фраза ""уменьшить"" лишняя, а окончание ""в межсоединения"" стр.59 внизу слева ""приемопередатчики htile, подключенные через техно логию intel emib, работающие с пропускной способностью 28 гбит / с. (stratix 10 fpgas)."" лучше так: ""приемопередатчики htile, подключенные через техно логию intel emib, обеспечивают пропускную способность 28 гбит / с. (stratix 10 fpgas)."" в самом конце надо два раза ""профессор"": тюрин сергей феофентович – заслуженный изобретатель российской федерации, др техн. наук, профессор, профессор кафедры... первый раз учёная степень, второй раз должность то же в английском варианте: tyurin sergey feofentovich – honored inventor of the russian federation, doctor of technical sciences, professor, professor at the department.... тюрин сергей феофентович уважаемый автор! просьба срочно проверить верстку статьи на ошибки. если есть неточности, то пришлите список найденных ошибок. ",проверка статьи
" сверка статьи добрый день, вероника викторовна! большое спасибо, все отлично! качество рисунков вполне обеспечивает читабельность! александр рогожин уважаемые авторы! просьба срочно проверить верстку статьи на ошибки. если есть неточности, то пришлите список найденных ошибок. если не устраивает качество рисунков, то предоставьте их в одном из форматов: png, jpg, bmp ",проверка статьи
" сверка статьи спасибо вам! отправлено из mail.ru для android воскресенье, 03 июня 2018г., 13:51 +03:00 от vestnik vsu : хорошо, печатаем в таком варианте. готовый pdf номера будет размещен на добрый день, вероника викторовна! большое спасибо, все отлично! качество рисунков вполне обеспечивает читабельность! александр рогожин уважаемые авторы! просьба срочно проверить верстку статьи на ошибки. если есть неточности, то пришлите список найденных ошибок. если не устраивает качество рисунков, то предоставьте их в одном из форматов: png, jpg, bmp ",готово к публикации
" сверка статьи все верно, спасибо! уважаемые авторы! просьба срочно проверить верстку статьи на ошибки. если есть неточности, то пришлите список найденных ошибок. ",проверка статьи
" сверка статьи добрый день,все верно! спасибо! екатерина колонцова, программист 1с компании ооо ""учетные системы"", 84733003601, доб. 104, 89518745347 уважаемые авторы! просьба срочно проверить верстку статьи на ошибки. если есть неточности, то пришлите список найденных ошибок. ",проверка статьи
" сверка статьи здравствуйте, уважаемая редакция. мне очень жаль, но не получив от вас ответа, принята ли моя статья, еще с февраля месяца, мне пришлось отправить материалы в другой журнал. прошу меня извинить и снять статью с печати. уважаемый автор! просьба срочно проверить верстку статьи на ошибки. если есть неточности, то пришлите список найденных ошибок. ",отклонена
": проверка статьи исправления_горчаков.docx from: михаил горчаков sent: sunday, june 3, 2018 11:57 pm to: vestnik vsu subject: проверка статьи здравствуйте! маленькая неточность в формуле на странице 39 начинается со слов: введем обозначения... исправленная формула в прикрепленном файле м.горчаков ",доработка
проверка статьи исправления_горчаков.docx здравствуйте! начинается со слов: введем обозначения... исправленная формула в прикрепленном файле м.горчаков ,доработка
" сверка статьи статья_05.02.2018 — коррекция.docx прикрепляю статью с исправлениями (выделены красным), а также список найденных ошибок и неточностей. список ошибок по разделам: 1. модель оптимального соотношения между объемом потребления и объемом накопления 1.1. ограничение (14) 2. комбинированная модель распределения финансовых ресурсов 2.1. ограничение (21) 3. метод исследования пространства параметров (метод соболя) 3.1. первые 2 предложения: приведем кратко арифметический алгоритм метода исследования пространства параметров [13]: ввод исходных данных : 3.2. нумерация алгоритма второй шаг объединяется с первым 3.3. в шаге 4 замена "" если ... , то ... и переход к шагу 2"" 3.4. сразу после шага 4 предложение: применение метода соболя для решения задачи (18) (27) возможно с некоторыми изменениями, поскольку в задаче отсутствуют ограничения на переменные . 4. экспериментальный расчет 4.1. последнее предложение: объем финансовых средств в конце года при таком распределении финансовых ресурсов составляет 26287371.161495 млн. руб. 5. заключение 5.1. рассмотрен механизм восстановления производственных функций для вэд . 5.2. для решения распределения дополнительного финансового ресурса на 2016 год по вэд был использован приближенный метод соболя . 5.3. проведенный расчет позволил определить объемы финансовых средств, которые необходимо направить в каждую отрасль на расширение основных фондов, усовершенствование трудовых ресурсов и потребление, для получения максимального объема финансов на конец года . в дальнейшем для повышения точности расчетов планируется включить в представленную модель учет амортизации основных фондов, инвестиций и финансовых вложений организаций по видам экономической деятельности. 6. список литературы исправлены полные имена и отчества на инициалы лурье, а. л . ворогушина, д. в . уважаемые авторы! просьба срочно проверить верстку статьи на ошибки. если есть неточности, то пришлите список найденных ошибок. ",доработка
" сверка статьи уважаемая редакция! текст проверили, все нормально. исходное сообщение from: vestnik vsu sent: monday, june 04, 2018 1:18 am to: ; subject: сверка статьи уважаемые авторы! просьба срочно проверить верстку статьи на ошибки. если есть неточности, то пришлите список найденных ошибок. ",проверка статьи
" сверка статьи добрый день, просьба исправить несколько моментов: 1. в первой строке аннотации слово""однородных"" перенести на первую строку. 2. просьба в качетсве 32 слагаемого вставить: a_32 r_1 (r_2)^2 (r_4)^2 r_5 спасибо! 31 мая 2018 г., 23:41 пользователь vestnik vsu написал: уважаемые авторы! просьба срочно проверить верстку статьи на ошибки. если есть неточности, то пришлите список найденных ошибок. обратите внимание в формуле (10) нет 32го слагаемого ",доработка
" сверка статьи здравствуйте, вероника! по возможности последнюю строчку (благодарности) замените на ""работа поддержана рффи: гранты № 170100251 и 160800312"" (забыли указать один из грантов). спасибо! уважаемые авторы! просьба срочно проверить верстку статьи на ошибки. если есть неточности, то пришлите список найденных ошибок. семенов м.е. ",доработка
" статья в вестник вгу полицын с.а, полицына е.в. применение корпуса текстов.zip доброе утро! высылаю архив с укороченным именем. спасибо! екатерина катя! архив со статьей не открывается. архиватор пишет, что очень длинные названия файлов. запакуйте еще раз и пришлите. статья будет в 22018. начинаем верстку. гаршина в.в. добрый день! высылали статью, хотелось бы уточнить, дошла ли она? екатерина добрый день! высылаем расширенную версию статьи по итогам конференции для публикации в вестнике вгу. архив с электронной версией статьи во вложении. екатерина ",доработка
