text,category
новая статья в г задорожнего г а куриной вгу задорожний курина docx глубокоуважаемая редакция высылаем статью возможной публикации журнале просим прислать корректуру с наилучшими пожеланиями авторы,подача статьи
 новая статья в г задорожнего г а куриной image png уважаемая редакция являюсь автором одной статей я большой эксперт использования word поэтому переспрошу статьи набирались word редактор формул панели в правилах сказано набрать ms word выше это требование является выполненным у другого редактора формул word поясните пожалуйста какименно нужно набирать формулы версии word может шаблон нужного word документа может можете прислать инструкцию именно выбрать нужный формат формул есть способ както переконвертировать формулы поможет сохранение word жду ответа поскольку совершенно понимаю исправить связи имеющимся приложением office маргарита калашникова уважаемые авторы статья получена редакцией есть замечание оформлению двум присланным статьям приближения любого порядка асимптотического решения трехтемповой линейноквадратичной задачи оптимального управления методом прямой схемы м а калашникова г а курина управление системой обеспечивающее периодическое в среднем решение в г задорожний г а курина все формулы обозначения символов тексте должны набраны equation mathtype нужно перенабрать формулы ждем конца недели глубокоуважаемая редакция высылаем статью возможной публикации журнале просим прислать корректуру с наилучшими пожеланиями авторы галина курина margarita kalashnikova,доработка
о николае docx о николае docx здравствуйте вероника викторовна высылаю вам предварительный вариант заметки николае аркадиевиче я разослал нескольким коллегам предмет оценивания корректировки числе дополнения надеюсь получить отклик с уважением в хлебостроев,подача статьи
статья публикации томск григорьева т е дегтярева н а дмитриев в м docx рисунок jpg рисунок jpg рисунок jpg сведения авторах docx здравствуйте уважаемая редакция журнала направляем вам статью концептуальная модель планирования процесса снегоуборки авторов григорьевой т е дегтяревой н а дмитриева в м опубликования вашем журнале серии системный анализ информационные технологии к статье прикладываем сведения авторах рисунки статье заранее большое спасибо танюшка григорьева,подача статьи
 новая статья в г задорожнего г а куриной image png zad kurina paper vsu doc вгу калашникова курина doc уважаемая редакция дополнительно отправляю статьи сохраненные старой версии word посмотрите пожалуйста удовлетворят требованиям пожалуйста ответье возможность в случае дополнительной корректировки формул потребует очень времени маргарита калашникова уважаемая редакция являюсь автором одной статей я большой эксперт использования word поэтому переспрошу статьи набирались word редактор формул панели в правилах сказано набрать ms word выше это требование является выполненным у другого редактора формул word поясните пожалуйста какименно нужно набирать формулы версии word может шаблон нужного word документа может можете прислать инструкцию именно выбрать нужный формат формул есть способ както переконвертировать формулы поможет сохранение word жду ответа поскольку совершенно понимаю исправить связи имеющимся приложением office маргарита калашникова уважаемые авторы статья получена редакцией есть замечание оформлению двум присланным статьям приближения любого порядка асимптотического решения трехтемповой линейноквадратичной задачи оптимального управления методом прямой схемы м а калашникова г а курина управление системой обеспечивающее периодическое в среднем решение в г задорожний г а курина все формулы обозначения символов тексте должны набраны equation mathtype нужно перенабрать формулы ждем конца недели глубокоуважаемая редакция высылаем статью возможной публикации журнале просим прислать корректуру с наилучшими пожеланиями авторы галина курина margarita kalashnikova margarita kalashnikova,подача статьи
 новая статья в г задорожнего г а куриной image png вгу калашникова page test docx уважаемая редакция уважаемая вероника викторовна я сделала одну страницу новом редакторе формул mathtype пожалуйста посмотрите удовлетворяет требованиям журнала маргарита калашникова уважаемая редакция дополнительно отправляю статьи сохраненные старой версии word посмотрите пожалуйста удовлетворят требованиям пожалуйста ответье возможность в случае дополнительной корректировки формул потребует очень времени маргарита калашникова уважаемая редакция являюсь автором одной статей я большой эксперт использования word поэтому переспрошу статьи набирались word редактор формул панели в правилах сказано набрать ms word выше это требование является выполненным у другого редактора формул word поясните пожалуйста какименно нужно набирать формулы версии word может шаблон нужного word документа может можете прислать инструкцию именно выбрать нужный формат формул есть способ както переконвертировать формулы поможет сохранение word жду ответа поскольку совершенно понимаю исправить связи имеющимся приложением office маргарита калашникова уважаемые авторы статья получена редакцией есть замечание оформлению двум присланным статьям приближения любого порядка асимптотического решения трехтемповой линейноквадратичной задачи оптимального управления методом прямой схемы м а калашникова г а курина управление системой обеспечивающее периодическое в среднем решение в г задорожний г а курина все формулы обозначения символов тексте должны набраны equation mathtype нужно перенабрать формулы ждем конца недели глубокоуважаемая редакция высылаем статью возможной публикации журнале просим прислать корректуру с наилучшими пожеланиями авторы галина курина margarita kalashnikova margarita kalashnikova margarita kalashnikova,доработка
статья вестник вгу серия системный анализ информационные технологии повторная отправка рецензирования sharov k d medvedeva o a model otsenki kditosposobnosti zaemschikov na osnove nechetkoy logiki docx sharov k d medvedeva o a model otsenki kditosposobnosti zaemschikov na osnove nechetkoy logiki pdf повторно оправляю статью устранения приведенных замечаний уважаемые авторы получена рецензия статью модель оценки кредитоспособности заемщиков на основе нечеткой логики шаров к д медведева о а рецензия содержит замечания устранения которых статья опубликована текст рецензии прикрепляю отв секретарь журнала гаршина вероника викторовна,доработка
proнэикон августоктябрь открыть письмо браузере выпуск № августоктябрь новости нэикон опубликован первый выпуск журнала наука научная информация scholarly search and information журнал публикует научные материалы всем вопросам связанным созданием продвижением использованием электронных научных образовательных ресурсов определением места роли электронных информационных ресурсов сервисов процессе научного исследования решении вопросов государственной политики направленной повышение уровня образования науки качества научных публикаций развития системы научных периодических изданий расширения присутствия международном научноинформационном пространстве журнал наука научная информация выходит квартал открытой лицензией cative commons attribution license статьи журнале публикуются модели золотого платинового открытого доступа плата публикацию статей взимается принимаются рассмотрению статьи русском английском языках журнал наука научная информация зарегистрирован сми имеет issn префикс doi проект нора национальный агрегатор открытых репозиториев российских университетов проблемы разработки институциональных репозиториев проанализированы конференции «университетская библиотека точки роста» сентября томск докладе «переосмысление роли институционального репозитория» евгения николаевича струкова директора научной библиотеки им н и лобачевского казанского федерального университета – участника проекта нора доклад основных принципах положениях текущем состоянии проекта нора представлен конференции libway сентября новосибирск скалабан алексей витальевич «нора – национальный агрегатор открытых репозиториев российских университетов» ноября г в тюмени проводиться серия семинаров посвященных вопросам открытого доступа научной информации ранее семинары рамках проекта нора проводились томске казани санктпетербурге красноярске твери видеозаписи презентации докладов доступны разделе “мероприятия” сайте проекта чтобы принять участие проекте нора заполните заявку напишите марине зельдиной адресу elpub журналы платформе elpub получили новый дизайн который создавался командой российских международных экспертов если хотите получить подробную информацию работе платформой elpub свяжитесь максимом митрофановым на платформе elpub размещено журналов “бюллетень сибирской медицины” ”хирургия позвоночника” “юг россии экология развитие” “информационноуправляющие системы” вошли scopus “цифровая экономика” “управленческие науки” “финансы теория практика” “мир новой экономики” безопасность риск фармакотерапии включены doaj “мир модернизация инновации развитие включен econlit crossf нэикон открыл русскоязычную линию поддержки организаций работающих crossf мы будем рады поделиться вами опытом накопленным лет работы crossf с нашей помощью организации стали членами pila в рамках рамках работы русскоязычными пользователями мы поможем правильно сформировать запрос техподдержку crossf разберемся почему получается зарегистрировать doi ответим любые вопросы которые возникли работе crossf чтобы получить консультацию отправьте запрос конференции семинары программы повышения квалификации опубликованы презентации докладов й международной конференции нэикон «электронные научные образовательные ресурсы создание продвижение использование» сентября ереван армения опубликованы презентации видеозаписи докладов серии семинаров проекту “национальный агрегатор открытых репозиториев российских университетов” сентября красноярск издательские услуги нэикон нэикон оказывает научным журналам весь комплекс услуг предпечатной подготовке печати научных журналов мы делаем верстку pdf html техническое редактирование корректуру литературное редактирование отрисовку переводы печать рассылку отправку выпусков ринц регистрацию doi и многое другое в портфеле издательства нэикон настоящий момент журналов чтобы получить подробную информацию издательских услугах нэикон свяжитесь максимом митрофановым услуги библиотек научных организаций в ответ потребность научных организаций предоставлении доступа результатам научных исследований нэикон разработал сервис “репозиторий научной организации” репозиторий агрегирует данные научных исследованиях организации является единой точкой доступа ним позволяет управлять авторскими правами передавать метаданные российские международные поисковые системы повышает видимость цитируемость работ в числе архивных чтобы узнать сервисе “репозиторий научной организации” свяжитесь максимом митрофановым copyright © нэикон все права защищены данное письмо требует ответа по всем возникающим вопросам обращайтесь контактному лицу указанному выше чтобы изменить настройки подписки воспользуйтесь одной ссылок изменить настройки подписки отписаться рассылки ,другое
 сверка статьи привет вероника вроде правильно вс окт г vestnik vsu алексей привет надо проверить верстку статьи ошибки прикрепляю гаршина вероника,проверка статьи
 статья рецензирование демченко м исследование сравнительный анализ методов оптимизации нейронных сетей вестник вгу doc здравствуйте вероника викторовна направляю рассмотрение статью вестник вгу саит уважаемая ирина леонидовна прошу отрецензировать статью научного журнала вестник вгу саит и а седых в а истомин нейросетевое моделирование процесса охлаждения полосы на стане горячей прокатки большая просьба сделать это оперативно т к многие статьи оформлены правильно авторам нужно корректировать оформление шаблон рецензии файл правилами оформления статей прикрепляю каширина ирина каширина ирина,подача статьи
 новая статья в г задорожнего г а куриной image png уважаемая редакция есть новости страничке приготовила теперь формулы порядке пожалуйста сообщите маргарита калашникова уважаемая редакция уважаемая вероника викторовна я сделала одну страницу новом редакторе формул mathtype пожалуйста посмотрите удовлетворяет требованиям журнала маргарита калашникова уважаемая редакция дополнительно отправляю статьи сохраненные старой версии word посмотрите пожалуйста удовлетворят требованиям пожалуйста ответье возможность в случае дополнительной корректировки формул потребует очень времени маргарита калашникова уважаемая редакция являюсь автором одной статей я большой эксперт использования word поэтому переспрошу статьи набирались word редактор формул панели в правилах сказано набрать ms word выше это требование является выполненным у другого редактора формул word поясните пожалуйста какименно нужно набирать формулы версии word может шаблон нужного word документа может можете прислать инструкцию именно выбрать нужный формат формул есть способ както переконвертировать формулы поможет сохранение word жду ответа поскольку совершенно понимаю исправить связи имеющимся приложением office маргарита калашникова уважаемые авторы статья получена редакцией есть замечание оформлению двум присланным статьям приближения любого порядка асимптотического решения трехтемповой линейноквадратичной задачи оптимального управления методом прямой схемы м а калашникова г а курина управление системой обеспечивающее периодическое в среднем решение в г задорожний г а курина все формулы обозначения символов тексте должны набраны equation mathtype нужно перенабрать формулы ждем конца недели глубокоуважаемая редакция высылаем статью возможной публикации журнале просим прислать корректуру с наилучшими пожеланиями авторы галина курина margarita kalashnikova margarita kalashnikova margarita kalashnikova margarita kalashnikova,вопросы
 сверка статьи здравствуйте предложений замечаний нет даём согласие опубликование спасибо отправлено mail ru android среда октября г vestnik vsu уважаемые авторы просьба срочно проверить верстку статьи ошибки если неточности пришлите список найденных ошибок ,проверка статьи
 новая статья в г задорожнего г а куриной уважаемая редакция благодарю ответ но хотела уточнить насчет замечаний я вставляла формулы таблицу это выглядело ровно нельзя оформлять виде таблицы формулы выделяются отдельный объект просто табличного вида понимаю оформить нумерованные формулы насчет длины формулы предоставленном мной варианте правило см соблюдено моему мнению т е моему мнению предоставила корректный вариант набора формул статьи прошу уточнить моим вопросам если вариант правильного оформления шаблон какойто это очень помогло спасибо огромное помощь маргарита уважаемые авторы формат набора формул правильный замечания каждая формула должна отдельным объектом длина формулы должна см ширина столбца верстке уважаемая редакция уважаемая вероника викторовна я сделала одну страницу новом редакторе формул mathtype пожалуйста посмотрите удовлетворяет требованиям журнала маргарита калашникова уважаемая редакция дополнительно отправляю статьи сохраненные старой версии word посмотрите пожалуйста удовлетворят требованиям пожалуйста ответье возможность в случае дополнительной корректировки формул потребует очень времени маргарита калашникова уважаемая редакция являюсь автором одной статей я большой эксперт использования word поэтому переспрошу статьи набирались word редактор формул панели в правилах сказано набрать ms word выше это требование является выполненным у другого редактора формул word поясните пожалуйста какименно нужно набирать формулы версии word может шаблон нужного word документа может можете прислать инструкцию именно выбрать нужный формат формул есть способ както переконвертировать формулы поможет сохранение word жду ответа поскольку совершенно понимаю исправить связи имеющимся приложением office маргарита калашникова уважаемые авторы статья получена редакцией есть замечание оформлению двум присланным статьям приближения любого порядка асимптотического решения трехтемповой линейноквадратичной задачи оптимального управления методом прямой схемы м а калашникова г а курина управление системой обеспечивающее периодическое в среднем решение в г задорожний г а курина все формулы обозначения символов тексте должны набраны equation mathtype нужно перенабрать формулы ждем конца недели глубокоуважаемая редакция высылаем статью возможной публикации журнале просим прислать корректуру с наилучшими пожеланиями авторы галина курина margarita kalashnikova margarita kalashnikova margarita kalashnikova margarita kalashnikova,вопросы
 статья рецензирование рецензия запрягаев docx вероника викторовна рецензия приложении запрягаев уважаемый сергей александрович прошу отрецензировать статью журнала вестник вгу саит реализация квантового алгоритма решения транспортной задачи коммивояжера шаблон рецензии прикрепляю ,рецензирование
 статья рецензирование рецензия запрягаев ефимов doc вероника викторовна рецензия приложении запрягаев сергей александрович добрый день посылаю статью рецензирование ефимов н о разработка и исследование мер близости для прецедентной идентификации фрагментов рукописного текста оформленную соответствии правилами нашего журнала уважаемая вероника викторовна представленная работа мною рассмотрена никакой информации авторе работе напрочь ссылок какуюнибудь литературу такие работы должны допускаться рецензированию автоматически все иные требования также соблюдены запрягаев уважаемый сергей александрович поздравляю вас началом учебного года прошу отрецензировать статью научного журнала вестник вгу саит ефимов н о разработка и исследование мер близости для прецедентной идентификации фрагментов рукописного текста большая просьба сделать это оперативно т к многие статьи оформлены правильно авторам нужно корректировать оформление шаблон рецензии файл правилами оформления статей прикрепляю ,рецензирование
 сверка статьи барсуков ряполов pdf барсуков ряполов использование фрактальных свойств трафика цифровых сетях связи детектирования сетевых аномалий docx добрый вечер нашли следующие опечатки в pdf документы приложенном письму выделены желтым формуле стр одна буква нижнем регистре а должна верхнем х графиках стр неправильная подпись оси абсцисс одна та опечатка вместо стоит символ квадрата графике стр подписи вообще должна t сек в приложенном вордовском файле корректно скажите успеем опубликовать статью ближайшем номере вестника уважаемые авторы просьба срочно проверить верстку статьи ошибки если неточности пришлите список найденных ошибок ,доработка
статьи вёрстки формате msword bilchenko ggjr ng sait word maket fcol s v zip bilchenko ggjr ng sait word maket fcol s v zip bilchenko ggjr ng sait png tiff zip bilchenko ggjr ng sait подписи к рисункам v zip bilchenko ggjr ng sait heads zip bilchenko ggjr ng sait heads zip ноября здравствуйте уважаемая вероника викторовна направляем вам архивы bilchenko ggjr ng sait word maket fcol s v zip bilchenko ggjr ng sait word maket fcol s v zip материалами статей г г бильченко н г бильченко обратные задачи тепломассообмена на проницаемых поверхностях гиперзвуковых летательных аппаратов iv классификация задач на всём участке управления г г бильченко н г бильченко обратные задачи тепломассообмена на проницаемых поверхностях гиперзвуковых летательных аппаратов v смешанные задачи на фрагментах участка управления проведения верстки формате msword в прикреплённом архиве bilchenko ggjr ng sait png tiff zip содержатся файлы рисунка ко ой статье формате png tiff в прикреплённом архиве bilchenko ggjr ng sait подписи к рисункам v zip содержится файл вариантом подписи рисунку ко ой статье в прикреплённых архивах bilchenko ggjr ng sait heads zip bilchenko ggjr ng sait heads zip содержатся файлы которых варианты названий колонтитулов названия статей английском языке варианты названий колонтитулов дублируем письме обратные задачи тепломассообмена проницаемых поверхностях гла iv … обратные задачи тепломассообмена проницаемых поверхностях гла v … сообщите пожалуйста достаточно заранее благодарны наталья григорий бильченко p s извините пожалуйста задержку ,доработка
 статья рецензирование рецензия docx лена сделай рецензию статью параметрическая оптимизация имитационной модели гидравлической установки для самолетов пятого поколения там строят модель матлабе шаблон рецензии прикрепляю вероника митрофанова е ю ,рецензирование
 новая статья в г задорожнего г а куриной вгу калашникова курина docx уважаемая редакция отправляю исправленный вариант статьи надеюсь порядке формулы исправлены огромное спасибо помощь корректировке статьи просим прислать корректуру вторая статья задорожнего в г куриной г а доработке пришлю позже маргарита калашникова добрый вечер формулы номерами нужно ровнять в процессе верстки красиво требования отдельными объектами имели длину см к сожалению шаблона нет задумались разработке уважаемая редакция благодарю ответ но хотела уточнить насчет замечаний я вставляла формулы таблицу это выглядело ровно нельзя оформлять виде таблицы формулы выделяются отдельный объект просто табличного вида понимаю оформить нумерованные формулы насчет длины формулы предоставленном мной варианте правило см соблюдено моему мнению т е моему мнению предоставила корректный вариант набора формул статьи прошу уточнить моим вопросам если вариант правильного оформления шаблон какойто это очень помогло спасибо огромное помощь маргарита уважаемые авторы формат набора формул правильный замечания каждая формула должна отдельным объектом длина формулы должна см ширина столбца верстке уважаемая редакция уважаемая вероника викторовна я сделала одну страницу новом редакторе формул mathtype пожалуйста посмотрите удовлетворяет требованиям журнала маргарита калашникова уважаемая редакция дополнительно отправляю статьи сохраненные старой версии word посмотрите пожалуйста удовлетворят требованиям пожалуйста ответье возможность в случае дополнительной корректировки формул потребует очень времени маргарита калашникова уважаемая редакция являюсь автором одной статей я большой эксперт использования word поэтому переспрошу статьи набирались word редактор формул панели в правилах сказано набрать ms word выше это требование является выполненным у другого редактора формул word поясните пожалуйста какименно нужно набирать формулы версии word может шаблон нужного word документа может можете прислать инструкцию именно выбрать нужный формат формул есть способ както переконвертировать формулы поможет сохранение word жду ответа поскольку совершенно понимаю исправить связи имеющимся приложением office маргарита калашникова уважаемые авторы статья получена редакцией есть замечание оформлению двум присланным статьям приближения любого порядка асимптотического решения трехтемповой линейноквадратичной задачи оптимального управления методом прямой схемы м а калашникова г а курина управление системой обеспечивающее периодическое в среднем решение в г задорожний г а курина все формулы обозначения символов тексте должны набраны equation mathtype нужно перенабрать формулы ждем конца недели глубокоуважаемая редакция высылаем статью возможной публикации журнале просим прислать корректуру с наилучшими пожеланиями авторы галина курина margarita kalashnikova margarita kalashnikova margarita kalashnikova margarita kalashnikova margarita kalashnikova,доработка
корректура статьи обратные задачи бильченко г г н г правки к статье оз бильченко гг и нг вестнвгу саиит n с от zip ноября здравствуйте уважаемая вероника викторовна направляем вам архив правками статье оз обратные задачи тепломассообмена на проницаемых поверхностях гиперзвуковых летательных аппаратов iv классификация задач на всём участке управления г г бильченко н г бильченко правки статье оз оформляем постараемся прислать утру vestnik написал а уважаемые авторы просьба срочно проверить верстку статьи ошибки если неточности пришлите список найденных ошибок ,доработка
корректура статьи обратные задачи бильченко г г н г правки к статье оз бильченко гг и нг вестнвгу саиит n с от zip ноября здравствуйте уважаемая вероника викторовна направляем вам архив правками статье оз обратные задачи тепломассообмена на проницаемых поверхностях гиперзвуковых летательных аппаратов v смешанные задачи на фрагментах участка управления г г бильченко н г бильченко будем признательны вы подтвердите получение правок статьям оз оз p s извините пожалуйста большое количество досадных опечаток vestnik написал а уважаемые авторы просьба срочно проверить верстку статьи ошибки если неточности пришлите список найденных ошибок ,доработка
трофименко статья doc трофименко статья pdf рисунок jpg рисунок jpg рисунок jpg высылаю переработанную статью разработка методики улучшения детализации карты глубины стериоизображения трофименко е в хмелёва и в хмельков н в трофименко елена владимировна без вирусов dabfadddbbabeaaffdf,доработка
седых истомин отправляем вам переделанную статью ответ рецензенту владимир истомин,доработка
 седых истомин уважаемая гаршина вероника викторовна отправляем вам переделанную статью ответ рецензенту владимир истомин владимир истомин,доработка
