id,text
209,добрый день прошу вас рассмотреть возможность публикации научной статьи очередном выпуске журнала «вестник вгу серия системный анализ информационные технологии» фгбоу во кубгту а а жданов
185,здравствуйте большое спасибо ответ публикацию уважаемые авторы статья о методах оценки стратегии развития социальной сферы ресурсного региона с м лавлинский л л яковлева прошла рецензирование принята номер вестник вгу саит пока проходит верстка номера по техническим причинам выход номера журнала задержался приносим извинение временное отсутствие связи авторами готовый pdf номера размещен сайте журнала яковлева л л забгу кафедра пим
1089,здравствуйте большое спасибо ответ публикацию уважаемые авторы статья о методах оценки стратегии развития социальной сферы ресурсного региона с м лавлинский л л яковлева прошла рецензирование принята номер вестник вгу саит пока проходит верстка номера по техническим причинам выход номера журнала задержался приносим извинение временное отсутствие связи авторами готовый pdf номера размещен сайте журнала яковлева л л забгу кафедра пим
1090,к сожалению буду командировке а кретов уважаемые члены редколлегии научного журнала вестник вгу серия системный анализ информационные технологии приглашаем вас заседание редколлегии которое состоится ауд а каф пиит фкн тема заседания рецензирование статей комплектование номера журнала 
186,к сожалению буду командировке а кретов уважаемые члены редколлегии научного журнала вестник вгу серия системный анализ информационные технологии приглашаем вас заседание редколлегии которое состоится ауд а каф пиит фкн тема заседания рецензирование статей комплектование номера журнала 
1091,здравствуй вероника спасибо приглашение участвовать заседании редколлегии однако сожалению ранее намечено заседание кафедры я постараюсь заседании редколлегии очень вероятно несколько опоздаю кургалин v уважаемые члены редколлегии научного журнала v вестник вгу серия системный v анализ информационные технологии v приглашаем вас заседание редколлегии v которое состоится v ауд а каф пиит фкн v тема заседания рецензирование статей v комплектование номера журнала v v
187,здравствуй вероника спасибо приглашение участвовать заседании редколлегии однако сожалению ранее намечено заседание кафедры я постараюсь заседании редколлегии очень вероятно несколько опоздаю кургалин v уважаемые члены редколлегии научного журнала v вестник вгу серия системный v анализ информационные технологии v приглашаем вас заседание редколлегии v которое состоится v ауд а каф пиит фкн v тема заседания рецензирование статей v комплектование номера журнала v v
1092,это письмо создано автоматически сервером mail ru отвечать нужно к сожалению ваше письмо доставлено одному нескольким получателям user is terminated рекомендуем вам проверить корректность указания адресов получателей this message was created automatically by mail delivery software a message that you sent could not be delivered to one or more of its recipients this is a permanent error the following address es failed user is terminated this is a copy of the message including all the headers the body of the message is characters long only the first or so are included here returnpath receivedspf pass mx mail ru domain of cs vsu ru designates as permitted sender clientip helo relay vsu ru received from relay vsu ru by mx mail ru with esmtp envelopefrom id fpchjso sat jun dkimsignature v a rsasha c relaxed relaxed d cs vsu ru s t bh ljmfopjxtscedisrpjddyvjq wtkmpkeeihymxqk h from subject to date messageid mimeversion contenttype b rgolqjc knqrjrffvcldgnxis xuocevrobuhnvfjlmgqgodpjiysnmzr wbbajsnqrxiyjmybfyobrtfcuvmygpefwpmsgpereuisbcifxq salaqlcyagzhg rznxc okyefutkb b dc received from account by cs vsu ru communigate pro webuser with http id sat jun from vestnik vsu subject utf b yhqstcydqutcwingbylqsngcyzqua to xmailer communigate pro webuser v date sat jun messageid mimeversion contenttype multipart mixed boundary relay vsu ru xb xfacb afcdedaefcadfdfabefdffbeebefdfbfbbcaecdfcfedaacebcfedebeeacbcadfdabdbcedbefedceedcdbbfaaaabaadcafccdcacfabdfadecfdffeceaeeccacabdfadcffcdafcfaefaeefcbcbbeecfcabaaefbcabbcaeaddbcceeddbbabdfbeaaccdeddbcaabcebfbffabbe xdmarcpolicy quarantine xdmarcresult pass xmailrudmarcauth dmarc pass xmras ok xspam undefined authenticationresults mxs mail ru spf pass mx mail ru domain of cs vsu ru designates as permitted sender smtp helo relay vsu ru dkim pass header d cs vsu ru dmarc pass this is a multipart mime message relay vsu ru contenttype text plain charset utf contenttransferencoding bit уважаемые авторы просьба срочно проверить верстку статьи ошибки если неточности пришлите список найденных ошибок relay vsu ru contenttype application pdf contentdisposition attachment filename utf b jpqvtgayfqsnc utf b lqsiwgjvrggjljquiwzgy contenttransferencoding base jvberixljqnjeljzmncjewmzmgmcbvymonpdwvtgluzwfyaxplzcaxlwgndcmjmwlg mtaznsfidewnjgnioidkvvcantcndgvscbbidezmdqgodcxt dwvuzgiaggicag icagicagdqpcmvmdqoxmdmzidqdqowmdawmdawmdeidawmdawigncjawmdawmdizodig mdawmdagbgkmdawmdawmjuocawmdawmcbudqowmdawmdazmdexidawmdawigncjawmdaw mdmntygmdawmdagbgkmdawmdawndqmiawmdawmcbudqowmdawmdaodyidawmdawign cjawmdawmdqnzcgmdawmdagbgkmdawmdawntamiawmdawmcbudqowmdawmdanjyidaw mdawigncjawmdawmdyxmjmgmdawmdagbgkmdawmdawnzemsawmdawmcbudqowmdawmda mdawidawmdawigncjawmdawmdgmzmgmdawmdagbgkmdawmdawodcwncawmdawmcbudqow mdawmdandkidawmdawigncjawmdawmtawnzcgmdawmdagbgkmdawmdaxmdyocawmdaw mcbudqowmdawmdexmjmidawmdawigncjawmdawmtemzagmdawmdagbgkmdawmdaxmjqy niawmdawmcbudqowmdawmdezmdeidawmdawigncjawmdawmtmnzggmdawmdagbgkmdaw mdaxndiwmcawmdawmcbudqowmdawmdenjqidawmdawigncjawmdawmtgwotmgmdawmdag bgkmdawmdaynzgyniawmdawmcbudqowmdawmdmmzyyidawmdawigncjawmdawmzgxnjgg mdawmdagbgkmdawmdandkncawmdawmcbudqowmdawmdymdeidawmdawigncjawmdaw njuxmtegmdawmdagbgkmdawmdanjiwmiawmdawmcbudqowmdawmdgndgidawmdawign cjawmdawodymtggmdawmdagbgkmdawmdewmtmmsawmdawmcbudqowmdawmtaxntiidaw mdawigncjawmdaxmdiymdqgmdawmdagbgkmdawmdewmjgniawmdawmcbudqowmdawmtaz ndcidawmdawigncjawmdaxmdmotegmdawmdagbgkmdawmdewndiniawmdawmcbudqow mdawmtanzqidawmdawigncjawmdaxmduznjmgmdawmdagbgkmdawmdewntcocawmdaw mcbudqowmdawmtandqzidawmdawigncjawmdaxmdynzigmdawmdagbgkmdawmdawmje osawmdawmcbudqowmdawmdaxmzaidawmdawigncnryywlszxincjwlnpemugmtamis bidewmzqgmcbslluzmgodcgmcbsllewzxdrdrerjqrjymdeqtqzqjiwqtmodq nzjcrjemjquymzhboeeqjimmrtkqtuznkmxotrbmuzfrtq xsqcmvidqnzqz nsyumvmurtidixnzk pgkcrhcnrcmvmdqowdqoljuvprgkicagicagicagicagicag icagicagdqoxmdgxidagbjqdtwlmgotelzpbhrlcigbgfzurlykzsjidknsm idgocmzwndgggnzclmgnjgypjzdhjlywncmjeymbgygjgyotkygngkmhegraaegg gdsdcwphggehbgvghnsnuebjawdrfllbhymjlyvjemcnxrfoqwgaqdrmvlarwddozze pqcpteleq lnztckosiartzdmkfaiostsjychliifwunmunimnncupzywtlrrv dwbiwdvpljztuc utdlmmvj uzgorrcxckrfxfmnprezfkxblqqwjlzmpsstns u zdlcrtjdanxcpscxdprmxdlvencjhmcfxsvdpzwkzkotwanwtvztsvlrntov q huyjscxnxciaugwkshmynbapyjqtamnvtgbtoglbijzsmmlepnjwjvyd ouvaihjkzupzzbmhxrvmy awuapl mjpaajymjztcgvzlhjpekasuvdrf o chjfteuzorrhzowttavvpcauvcigeayuslfxrbtkupxtzfeigsgtieyqybo wzoiyfrpzrecumuehspcydyaaimsbjawjirepaqexszparudairbibqiugqohog mkxkoafoumbywktaeojkyiddjmnjfxfdmxsslaltsaqiybdwbknyfgswhkkgfuyczgi jyqucdoinyowrmv xbodwb qvyckytjhawhighsugwwhx pprgy hpkhwoolma mhonccwphdjul gmedbcifxassingfhdqwohgyghgyzfesjlwelbpugqdlbktgzjsxr kbywmcqbjqumti ejwyoqmmljwmfxmmsjuwowruoezwaphfkjhymnowgnzquapt zncjmuzjbtgjqvfybcjowpyaaumjziazengxsiqbnbcdgpikdwfwcaztxjg ws zhz dleswcxicunvamahwiulqirmbbzzyybtalbxoapblzugzqjewwacdaconkjr dqplbmrzdhjlywnzwkbjqdtewodagmcbvymonpdwvrgvjbrlugfybxmpcdbxbwz idmvuhjlzgljdgyideypjvrmlsdgvylzsyxrlrgvjbrllluzgvwzgidknvvtgvu zroiduwlnpemugmtazmyuexbllhszwyvvsxidegmv pnncmvhbqkanstebadam waazyxedgahromagrpwkytjcdiibw xceepmtjxngaheeomncmvuzhncmvhbql bmrvymonmtazncawigiagpcnyxjrswmbzwlhcmtlzcbcnvlpjvtwvywrhdgeg odygmcbslbhzvmywjlbhmgodmgmcbslbhzvzidgidaguitdhjyrucmvlumvdca ocawifivvhlwzsdyxrhbgnlzpzxdlclbyzwzlcmvuyvzpdwvrglyzwnawulwyuj pjnzwkbjqdtewmzugmcbvymonpdwvqxjqmwzaumcawljagntkljiniandeuodld ljszwvkqmwzaumcawljagntkljiniandeuodldlnvbnrlbnrzwzewndkgmcbsidew ntagmcbsidewntegmcbsidewntigmcbsidewntmgmcbsidewntqgmcbsidewntugmcbsidew ntcgmcbsxsdcmwqmwzaumcawljagntkljiniandeuodldllzglhqmwzaumcaw ljagntkljiniandeuodldlbhcmvudcansawifivumvzbvyyvzpdwvrxhrnyxrl pdwvrmwidewmzkgmcbsldtmsaxmdqwidaguj lzvbnqpcumvwidewmzygmcbslqx xzegmtaznyawifivvfqwidewmzggmcbspjvuhjvynldfsvuerglrlehrdlhpymplyq pcgbtagmtaniawifi pj ljvdgfzsawlncnvjdfbhcmvudhmgmyucmltqmwzau mcawljagntkljiniandeuodldlrcguvugfnzt dwvuzgiagxmdmidagbjqdtw ljhcvgblrksehlvytnawpbqcmtqmszcfbmnvzgluzyaxmdqidaguigaxjz denoyxigmsgbrgvzyjpchrvciaxmdqidaguimyxnqhhciaxnzmvuvidhlwzsu exblmsubvuawnvzgugmtaocawifivvhlwzsgbldpzhrocsmjigntmzidqnia ndegntqiduynsaxmdeidknianjegnjkzidyymyamtigotiiduocaodggntmidy mcamdygntkidymsanzygnjczidcniaodagnzyidymsaodignzgzidyosaodeg njmidixnyawidagmcawidagmcawidagmcawidagmcawidincawidagmcawidagmcawidag mcawidagmcawidagmcawidagmcamdygmcawidagmcawidcynyawidagmcawidumsaodgg mcawidagmcawidagmcawidcxmsawidagmcawidagmcawidagmcawidqniawidqymiandcg ndmidagmcantagmjkidagntezidiocawiduniamjugmcawidqwncazodmgmcantug ndyidagndgyidagmcawidagmcawiduniamdqgndgyiduwmiawidagmcawidagmcawidag mcawiduwmyawidqznyamjigmcawidagmcawidagmcawidagmcawidagndyidagmcamdgg mcawidagmcawidagmcawidagmcawidagntcxt dwvuzgiagxmdmidagbjqdtwljh cvgbljgtultrytnawpbqcmtumvndwxhcifbmnvzgluzyaxmdqxidaguigaxjz denoyxigmsgbrgvzyjpchrvciaxmdqzidaguimyxnqhhciaxodcvuvidhlwzsu exblmsubvuawnvzgugmtancawifivvhlwzsgbldpzhrocsntygntuidynsa mdegnzaiduwmcazodkgnziiduwnyamjmgntawidcmsantkgndkwidqwocaodggndcy idymsanjggndmidqmsaotqgntuzidymcantugntiidumiaodygndiiduxmca odagmjiidagmcawidagmcawidagmzqidmniawidumcaymjggmzuidiyocazmzegndgw idqmcaodagndgwidqmcaodagndgwidqmcaodagndgwidiyocaymjggmcawidagmca ntmgnjkxidagnjyidagntyiduyosamtugmcazndegmcawidagodkxidagmcawidagnjix idqncamtcgmcawidagnjuidagnjazidmnsawidmnsawidagmcamzkgmcamjmgnti idqynsayotygndyiduzncaynjggmcaotygmjuzidgxosandcgntewiduyncawidmmsaz njcgmzaiduzmsanjmgmcawidqosawidagmcawidagnjuzidymianjmgnzmidynca ndcgodkxidcmsanjygnjuwidcmiandkgnjeidyncamtggnteyidynsaotegnty idqynsanzignzyidyniamjagotuidkniaxmdcxidagmcawidqmcawidagnzcidag mcawidagmcawidagmcawidagndqidagntyidagmcawidagmcawidagmcawidagmcawidag ndqxt dwvuzgiagxmdmidagbjqdtwljhcvgbljprfpjrytuawlcldjv bwfuufnnvcfbmnvzgluzyxawbbnnprwjbrpbmcvrmlycrdagfyidmylzvbnrezxnj cmlwdgyidewndygmcbslxhcrdagfyidexnitdwjexbllrydwvuexbllrvvwpyk zsaxmdqyidaguiuexbllzvbnqvvlkdghzwzimcazmzmgmcawidagmcawidagmzmzidmz myamdagmcayntagmcayntagmcamdagntawiduwmcamdagntawiduwmcamdagntawiduw mcamdagmjcidiocawidagmcawidagmcawidynyawidagmcawidagmcawidagmcaodkg mcawidagmcawiduniawidagmcawidagmcawidmzmyawidmzmyawidagmcandqgmcandqg mcawidagntawidagmjcidagmcawidagntawiduwmcawidagmzmzidmosaynzhdpjnzwk bjqdtewmzkgmcbvymonpdwvqultigzhbhnlljnlvcmhbcdqsaxljavtagdhjzsp uegmstqsbcnvllnnyxnrlvbmuvvhlwzsfehrhurhdguvyegmswlwihrydwu pglbmrvymonmtamcawigiagpcbsvmgzmfscuvqkvtmybwfslnbideumcpucbm ywxzzspuegmstqsbcnvllnnyxnrlvbmuvvhlwzsfehrhurhdguvyegmswlw igzhbhnlpjnzwkbjqdtewndegmcbvymonpdwvqmfzzuvuykawnldpbkfuclfbmnv zgluzyeawzmzxjlbmnlcsxlvuatandyvdwpmdqzosbmkwndixlvuatamzevdwp mdqrsbmkwndrglvuatamzmvdwpmdqznibmkwndqlvuatandevdwpmdqzqs bmkwndqlvuatandmvdwpmdqzncbmkwndmlvuatamtivdwpmdqnsbmkwndrc lvuatanemvdwpmdqzmcbmkwndqylvuatamivdwpmdqzrcbmkwndndlvuata mzgvdwpmdqmcbmkwndnglvuatamzivdwpmdqznsbmkwndnflvuatamtegmti lvuatamjmvdwpmdqncbmkwndiwlvuatamuyvdwpmdqyrcbmkwndfflvuata mumvdwpmdqynibmkwndfelvuatamuevdwpmdqxocbmkwndelvuatamjivdwp mdqynsbmkwndelvuatamtmvdwpmdqxqibmkwndewlv
191,это письмо создано автоматически сервером mail ru отвечать нужно к сожалению ваше письмо доставлено одному нескольким получателям user is terminated рекомендуем вам проверить корректность указания адресов получателей this message was created automatically by mail delivery software a message that you sent could not be delivered to one or more of its recipients this is a permanent error the following address es failed user is terminated this is a copy of the message including all the headers the body of the message is characters long only the first or so are included here returnpath receivedspf pass mx mail ru domain of cs vsu ru designates as permitted sender clientip helo relay vsu ru received from relay vsu ru by mx mail ru with esmtp envelopefrom id fpchjso sat jun dkimsignature v a rsasha c relaxed relaxed d cs vsu ru s t bh ljmfopjxtscedisrpjddyvjq wtkmpkeeihymxqk h from subject to date messageid mimeversion contenttype b rgolqjc knqrjrffvcldgnxis xuocevrobuhnvfjlmgqgodpjiysnmzr wbbajsnqrxiyjmybfyobrtfcuvmygpefwpmsgpereuisbcifxq salaqlcyagzhg rznxc okyefutkb b dc received from account by cs vsu ru communigate pro webuser with http id sat jun from vestnik vsu subject utf b yhqstcydqutcwingbylqsngcyzqua to xmailer communigate pro webuser v date sat jun messageid mimeversion contenttype multipart mixed boundary relay vsu ru xb xfacb afcdedaefcadfdfabefdffbeebefdfbfbbcaecdfcfedaacebcfedebeeacbcadfdabdbcedbefedceedcdbbfaaaabaadcafccdcacfabdfadecfdffeceaeeccacabdfadcffcdafcfaefaeefcbcbbeecfcabaaefbcabbcaeaddbcceeddbbabdfbeaaccdeddbcaabcebfbffabbe xdmarcpolicy quarantine xdmarcresult pass xmailrudmarcauth dmarc pass xmras ok xspam undefined authenticationresults mxs mail ru spf pass mx mail ru domain of cs vsu ru designates as permitted sender smtp helo relay vsu ru dkim pass header d cs vsu ru dmarc pass this is a multipart mime message relay vsu ru contenttype text plain charset utf contenttransferencoding bit уважаемые авторы просьба срочно проверить верстку статьи ошибки если неточности пришлите список найденных ошибок relay vsu ru contenttype application pdf contentdisposition attachment filename utf b jpqvtgayfqsnc utf b lqsiwgjvrggjljquiwzgy contenttransferencoding base jvberixljqnjeljzmncjewmzmgmcbvymonpdwvtgluzwfyaxplzcaxlwgndcmjmwlg mtaznsfidewnjgnioidkvvcantcndgvscbbidezmdqgodcxt dwvuzgiaggicag icagicagdqpcmvmdqoxmdmzidqdqowmdawmdawmdeidawmdawigncjawmdawmdizodig mdawmdagbgkmdawmdawmjuocawmdawmcbudqowmdawmdazmdexidawmdawigncjawmdaw mdmntygmdawmdagbgkmdawmdawndqmiawmdawmcbudqowmdawmdaodyidawmdawign cjawmdawmdqnzcgmdawmdagbgkmdawmdawntamiawmdawmcbudqowmdawmdanjyidaw mdawigncjawmdawmdyxmjmgmdawmdagbgkmdawmdawnzemsawmdawmcbudqowmdawmda mdawidawmdawigncjawmdawmdgmzmgmdawmdagbgkmdawmdawodcwncawmdawmcbudqow mdawmdandkidawmdawigncjawmdawmtawnzcgmdawmdagbgkmdawmdaxmdyocawmdaw mcbudqowmdawmdexmjmidawmdawigncjawmdawmtemzagmdawmdagbgkmdawmdaxmjqy niawmdawmcbudqowmdawmdezmdeidawmdawigncjawmdawmtmnzggmdawmdagbgkmdaw mdaxndiwmcawmdawmcbudqowmdawmdenjqidawmdawigncjawmdawmtgwotmgmdawmdag bgkmdawmdaynzgyniawmdawmcbudqowmdawmdmmzyyidawmdawigncjawmdawmzgxnjgg mdawmdagbgkmdawmdandkncawmdawmcbudqowmdawmdymdeidawmdawigncjawmdaw njuxmtegmdawmdagbgkmdawmdanjiwmiawmdawmcbudqowmdawmdgndgidawmdawign cjawmdawodymtggmdawmdagbgkmdawmdewmtmmsawmdawmcbudqowmdawmtaxntiidaw mdawigncjawmdaxmdiymdqgmdawmdagbgkmdawmdewmjgniawmdawmcbudqowmdawmtaz ndcidawmdawigncjawmdaxmdmotegmdawmdagbgkmdawmdewndiniawmdawmcbudqow mdawmtanzqidawmdawigncjawmdaxmduznjmgmdawmdagbgkmdawmdewntcocawmdaw mcbudqowmdawmtandqzidawmdawigncjawmdaxmdynzigmdawmdagbgkmdawmdawmje osawmdawmcbudqowmdawmdaxmzaidawmdawigncnryywlszxincjwlnpemugmtamis bidewmzqgmcbslluzmgodcgmcbsllewzxdrdrerjqrjymdeqtqzqjiwqtmodq nzjcrjemjquymzhboeeqjimmrtkqtuznkmxotrbmuzfrtq xsqcmvidqnzqz nsyumvmurtidixnzk pgkcrhcnrcmvmdqowdqoljuvprgkicagicagicagicagicag icagicagdqoxmdgxidagbjqdtwlmgotelzpbhrlcigbgfzurlykzsjidknsm idgocmzwndgggnzclmgnjgypjzdhjlywncmjeymbgygjgyotkygngkmhegraaegg gdsdcwphggehbgvghnsnuebjawdrfllbhymjlyvjemcnxrfoqwgaqdrmvlarwddozze pqcpteleq lnztckosiartzdmkfaiostsjychliifwunmunimnncupzywtlrrv dwbiwdvpljztuc utdlmmvj uzgorrcxckrfxfmnprezfkxblqqwjlzmpsstns u zdlcrtjdanxcpscxdprmxdlvencjhmcfxsvdpzwkzkotwanwtvztsvlrntov q huyjscxnxciaugwkshmynbapyjqtamnvtgbtoglbijzsmmlepnjwjvyd ouvaihjkzupzzbmhxrvmy awuapl mjpaajymjztcgvzlhjpekasuvdrf o chjfteuzorrhzowttavvpcauvcigeayuslfxrbtkupxtzfeigsgtieyqybo wzoiyfrpzrecumuehspcydyaaimsbjawjirepaqexszparudairbibqiugqohog mkxkoafoumbywktaeojkyiddjmnjfxfdmxsslaltsaqiybdwbknyfgswhkkgfuyczgi jyqucdoinyowrmv xbodwb qvyckytjhawhighsugwwhx pprgy hpkhwoolma mhonccwphdjul gmedbcifxassingfhdqwohgyghgyzfesjlwelbpugqdlbktgzjsxr kbywmcqbjqumti ejwyoqmmljwmfxmmsjuwowruoezwaphfkjhymnowgnzquapt zncjmuzjbtgjqvfybcjowpyaaumjziazengxsiqbnbcdgpikdwfwcaztxjg ws zhz dleswcxicunvamahwiulqirmbbzzyybtalbxoapblzugzqjewwacdaconkjr dqplbmrzdhjlywnzwkbjqdtewodagmcbvymonpdwvrgvjbrlugfybxmpcdbxbwz idmvuhjlzgljdgyideypjvrmlsdgvylzsyxrlrgvjbrllluzgvwzgidknvvtgvu zroiduwlnpemugmtazmyuexbllhszwyvvsxidegmv pnncmvhbqkanstebadam waazyxedgahromagrpwkytjcdiibw xceepmtjxngaheeomncmvuzhncmvhbql bmrvymonmtazncawigiagpcnyxjrswmbzwlhcmtlzcbcnvlpjvtwvywrhdgeg odygmcbslbhzvmywjlbhmgodmgmcbslbhzvzidgidaguitdhjyrucmvlumvdca ocawifivvhlwzsdyxrhbgnlzpzxdlclbyzwzlcmvuyvzpdwvrglyzwnawulwyuj pjnzwkbjqdtewmzugmcbvymonpdwvqxjqmwzaumcawljagntkljiniandeuodld ljszwvkqmwzaumcawljagntkljiniandeuodldlnvbnrlbnrzwzewndkgmcbsidew ntagmcbsidewntegmcbsidewntigmcbsidewntmgmcbsidewntqgmcbsidewntugmcbsidew ntcgmcbsxsdcmwqmwzaumcawljagntkljiniandeuodldllzglhqmwzaumcaw ljagntkljiniandeuodldlbhcmvudcansawifivumvzbvyyvzpdwvrxhrnyxrl pdwvrmwidewmzkgmcbsldtmsaxmdqwidaguj lzvbnqpcumvwidewmzygmcbslqx xzegmtaznyawifivvfqwidewmzggmcbspjvuhjvynldfsvuerglrlehrdlhpymplyq pcgbtagmtaniawifi pj ljvdgfzsawlncnvjdfbhcmvudhmgmyucmltqmwzau mcawljagntkljiniandeuodldlrcguvugfnzt dwvuzgiagxmdmidagbjqdtw ljhcvgblrksehlvytnawpbqcmtqmszcfbmnvzgluzyaxmdqidaguigaxjz denoyxigmsgbrgvzyjpchrvciaxmdqidaguimyxnqhhciaxnzmvuvidhlwzsu exblmsubvuawnvzgugmtaocawifivvhlwzsgbldpzhrocsmjigntmzidqnia ndegntqiduynsaxmdeidknianjegnjkzidyymyamtigotiiduocaodggntmidy mcamdygntkidymsanzygnjczidcniaodagnzyidymsaodignzgzidyosaodeg njmidixnyawidagmcawidagmcawidagmcawidagmcawidincawidagmcawidagmcawidag mcawidagmcawidagmcawidagmcamdygmcawidagmcawidcynyawidagmcawidumsaodgg mcawidagmcawidagmcawidcxmsawidagmcawidagmcawidagmcawidqniawidqymiandcg ndmidagmcantagmjkidagntezidiocawiduniamjugmcawidqwncazodmgmcantug ndyidagndgyidagmcawidagmcawiduniamdqgndgyiduwmiawidagmcawidagmcawidag mcawiduwmyawidqznyamjigmcawidagmcawidagmcawidagmcawidagndyidagmcamdgg mcawidagmcawidagmcawidagmcawidagntcxt dwvuzgiagxmdmidagbjqdtwljh cvgbljgtultrytnawpbqcmtumvndwxhcifbmnvzgluzyaxmdqxidaguigaxjz denoyxigmsgbrgvzyjpchrvciaxmdqzidaguimyxnqhhciaxodcvuvidhlwzsu exblmsubvuawnvzgugmtancawifivvhlwzsgbldpzhrocsntygntuidynsa mdegnzaiduwmcazodkgnziiduwnyamjmgntawidcmsantkgndkwidqwocaodggndcy idymsanjggndmidqmsaotqgntuzidymcantugntiidumiaodygndiiduxmca odagmjiidagmcawidagmcawidagmzqidmniawidumcaymjggmzuidiyocazmzegndgw idqmcaodagndgwidqmcaodagndgwidqmcaodagndgwidiyocaymjggmcawidagmca ntmgnjkxidagnjyidagntyiduyosamtugmcazndegmcawidagodkxidagmcawidagnjix idqncamtcgmcawidagnjuidagnjazidmnsawidmnsawidagmcamzkgmcamjmgnti idqynsayotygndyiduzncaynjggmcaotygmjuzidgxosandcgntewiduyncawidmmsaz njcgmzaiduzmsanjmgmcawidqosawidagmcawidagnjuzidymianjmgnzmidynca ndcgodkxidcmsanjygnjuwidcmiandkgnjeidyncamtggnteyidynsaotegnty idqynsanzignzyidyniamjagotuidkniaxmdcxidagmcawidqmcawidagnzcidag mcawidagmcawidagmcawidagndqidagntyidagmcawidagmcawidagmcawidagmcawidag ndqxt dwvuzgiagxmdmidagbjqdtwljhcvgbljprfpjrytuawlcldjv bwfuufnnvcfbmnvzgluzyxawbbnnprwjbrpbmcvrmlycrdagfyidmylzvbnrezxnj cmlwdgyidewndygmcbslxhcrdagfyidexnitdwjexbllrydwvuexbllrvvwpyk zsaxmdqyidaguiuexbllzvbnqvvlkdghzwzimcazmzmgmcawidagmcawidagmzmzidmz myamdagmcayntagmcayntagmcamdagntawiduwmcamdagntawiduwmcamdagntawiduw mcamdagmjcidiocawidagmcawidagmcawidynyawidagmcawidagmcawidagmcaodkg mcawidagmcawiduniawidagmcawidagmcawidmzmyawidmzmyawidagmcandqgmcandqg mcawidagntawidagmjcidagmcawidagntawiduwmcawidagmzmzidmosaynzhdpjnzwk bjqdtewmzkgmcbvymonpdwvqultigzhbhnlljnlvcmhbcdqsaxljavtagdhjzsp uegmstqsbcnvllnnyxnrlvbmuvvhlwzsfehrhurhdguvyegmswlwihrydwu pglbmrvymonmtamcawigiagpcbsvmgzmfscuvqkvtmybwfslnbideumcpucbm ywxzzspuegmstqsbcnvllnnyxnrlvbmuvvhlwzsfehrhurhdguvyegmswlw igzhbhnlpjnzwkbjqdtewndegmcbvymonpdwvqmfzzuvuykawnldpbkfuclfbmnv zgluzyeawzmzxjlbmnlcsxlvuatandyvdwpmdqzosbmkwndixlvuatamzevdwp mdqrsbmkwndrglvuatamzmvdwpmdqznibmkwndqlvuatandevdwpmdqzqs bmkwndqlvuatandmvdwpmdqzncbmkwndmlvuatamtivdwpmdqnsbmkwndrc lvuatanemvdwpmdqzmcbmkwndqylvuatamivdwpmdqzrcbmkwndndlvuata mzgvdwpmdqmcbmkwndnglvuatamzivdwpmdqznsbmkwndnflvuatamtegmti lvuatamjmvdwpmdqncbmkwndiwlvuatamuyvdwpmdqyrcbmkwndfflvuata mumvdwpmdqynibmkwndfelvuatamuevdwpmdqxocbmkwndelvuatamjivdwp mdqynsbmkwndelvuatamtmvdwpmdqxqibmkwndewlv
1093,добрый день спасибо нашёл свои ошибки в предложении стр вверху слева вызывает интерес анализ таких новых архитектур плис использующих новые технологии создания транзисторов например trigated транзисторов d микросхем архитектура hyperflex конечную фразу архитектура hyperflex убрать на стр также вверху слева наличие hyperregisters встроенных межсоединение помогает уменьшить упростить маршрутизацию фраза уменьшить лишняя окончание в межсоединения стр внизу слева приемопередатчики htile подключенные техно логию intel emib работающие пропускной способностью гбит с stratix fpgas так приемопередатчики htile подключенные техно логию intel emib обеспечивают пропускную способность гбит с stratix fpgas в самом конце раза профессор тюрин сергей феофентович – заслуженный изобретатель российской федерации др техн наук профессор профессор кафедры первый учёная степень второй должность то английском варианте tyurin sergey feofentovich – honored inventor of the russian federation doctor of technical sciences professor professor at the department тюрин сергей феофентович уважаемый автор просьба срочно проверить верстку статьи ошибки если неточности пришлите список найденных ошибок 
189,добрый день спасибо нашёл свои ошибки в предложении стр вверху слева вызывает интерес анализ таких новых архитектур плис использующих новые технологии создания транзисторов например trigated транзисторов d микросхем архитектура hyperflex конечную фразу архитектура hyperflex убрать на стр также вверху слева наличие hyperregisters встроенных межсоединение помогает уменьшить упростить маршрутизацию фраза уменьшить лишняя окончание в межсоединения стр внизу слева приемопередатчики htile подключенные техно логию intel emib работающие пропускной способностью гбит с stratix fpgas так приемопередатчики htile подключенные техно логию intel emib обеспечивают пропускную способность гбит с stratix fpgas в самом конце раза профессор тюрин сергей феофентович – заслуженный изобретатель российской федерации др техн наук профессор профессор кафедры первый учёная степень второй должность то английском варианте tyurin sergey feofentovich – honored inventor of the russian federation doctor of technical sciences professor professor at the department тюрин сергей феофентович уважаемый автор просьба срочно проверить верстку статьи ошибки если неточности пришлите список найденных ошибок 
1095,добрый день вероника викторовна большое спасибо отлично качество рисунков вполне обеспечивает читабельность александр рогожин уважаемые авторы просьба срочно проверить верстку статьи ошибки если неточности пришлите список найденных ошибок если устраивает качество рисунков предоставьте одном форматов png jpg bmp
192,добрый день вероника викторовна большое спасибо отлично качество рисунков вполне обеспечивает читабельность александр рогожин уважаемые авторы просьба срочно проверить верстку статьи ошибки если неточности пришлите список найденных ошибок если устраивает качество рисунков предоставьте одном форматов png jpg bmp
