text,category
"Рецензия в журнал РЕЦЕНЗИЯ НА СТАТЬЮ ВОЛОВАЧ и др.doc Уважаемая Вероника Викторовна. Высылаю Вам рецензию на статью Воловач В.И., Артюшенко В.М. , Аббасова Т.А.   
<СИНТЕЗ АЛГОРИТМОВ НЕЛИНЕЙНОЙ ОБРАБОТКИ ИНФОРМАЦИОННЫХ ПАРАМЕТРОВ СИГНАЛА ПРИ ВОЗДЕЙСТВИИ УЗКОПОЛОСНЫХ ПОМЕХ  С НЕГАУССОВСКИМ ХАРАКТЕРОМ РАСПРЕДЕЛЕНИЯ  с  некоторыми замечаниями. С Уважением Ю.С. Радченко 
",рецензирование
"Re: статья на рецензирование Рецензия Кононов.docx  
С уважением 
А.А.Сирота 
On Thu, 06 Sep 2018 14:05:22 +0300 
""Vestnik VSU"" <csit@cs.vsu.ru wrote: 
Уважаемый  Александр Анатольевич ! 
Прошу отрецензировать статью для научного журнала Вестник ВГУ САИТ  
А.Д.Кононов, А.А.Кононов ПРИНЦИПЫ ФУНКЦИОНИРОВАНИЯ ИНФОРМАЦИОННОЙ СИСТЕМЫ 
ДИСТАНЦИОННОГО УПРАВЛЕНИЯ ДВИЖЕНИЕМ МОБИЛЬНЫХ ОБЪЕКТОВ  
Большая просьба сделать это оперативно до 15.09.2018. 
Шаблон рецензии прикрепляю.  
С уважением, отв. секретарь журнала Гаршина Вероника Викторовна 
",рецензирование
"Матвеев Сирота статья Матвеев Сирота вестник 2018.docx Добрый день! 
Направляем статью для публикации в Вестнике ВГУ. 
С уважением, 
Сирота Е. 
",подача статьи
"Re[4]: Статья от Кононовых  
Здравствуйте, Вероника Викторовна!
Сообщите, пожалуйста, требуются ли от нас сокращенный вариант аннотации и оригиналы экспертного заключения, рецензии ?
Если оригиналы нужны, то подскажите, когда Вы бываете в ВГУ ?
С уважением, авторы  Кононов А.Д., Кононов А.А.
Пятница, 24 августа 2018, 23:58 +03:00 от Vestnik VSU <csit@cs.vsu.ru:
Уважаемые авторы!
Материал статьи получен. Пока замечаний по оформлению нет. Единственное 
подготовьте укороченный вариант аннотаций (сократить строчки на 4). При
верстке часто возникает проблема, что на первой странице не помещается начало
самой статьи (одни аннотации), а это плохо.
С уважением, Гаршина В.В.
",вопросы
"Re: Возможность публикации в журнале ""Вестник ВГУ. Серия: Системный анализ и информационные технологии""  Здравствуйте, 10 августа передал вам материалы с расчетом на публикацию в 
сентябре, хотелось бы узнать текущее состояние дел. 
сб, 11 авг. 2018 г. в 14:34, Vestnik VSU <csit@cs.vsu.ru: 
Материалы статьи получены, будут переданы на рецензирование. 
Отв. секретарь журнала Гаршина В.В. 
On Fri, 10 Aug 2018 10:44:03 +0200 
Никита Ефимов <n.o.efimov@gmail.com wrote: 
Здравствуйте, высылаю рабочую версию статьи. При возможности публикации в 
сентябре обязуюсь доработать в кратчайшие сроки. 
4 августа 2018 г., 11:31 пользователь Vestnik VSU <csit@cs.vsu.ru 
написал: 
Присылайте, рассмотрим. 
On Sat, 4 Aug 2018 11:18:00 +0300 
Никита <n.o.efimov@gmail.com wrote: 
Здравствуйте, предыдущую статью уже отдал в другой журнал. Но если 
есть 
возможность публикации в выпуске за сентябрь, могу в течение 
следующей 
модели подготовить новую статью ( материалы есть). Возможно так 
сделать? 
С уважением, Никита. 
3 авг. 2018 г., в 23:28, Vestnik VSU <csit@cs.vsu.ru написал(а): 
Уважаемый автор! 
Перечисленные Вами темы входят в круг научных направлений, 
поддерживаемых 
нашим журналом. Присылайте материалы, мы рассмотрим. Сейчас 
рецензируются 
статьи в 32018 (выход  сентябрь) и 42018 (выход январь 2019) 
Отв секретарь журнала Гаршина Вероника Викторовна 
On Thu, 12 Jul 2018 10:46:14 +0200 
Никита Ефимов <n.o.efimov@gmail.com wrote: 
Здравствуйте, я аспирант НИУ БелГУ по специальности 05.13.17 
""Теоретические 
основы информатики"". Работаю над системой прецедентной 
идентификации 
фрагментов изображений рукописного текста. 
Хотел бы опубликовать статьи в журнале ""Вестник ВГУ. Серия: 
Системный 
анализ и информационные технологии"" на темы: 
1) Использование значений энергии в заданных частотных интервалов 
в 
качестве признакового пространства в задачах прецедентной 
идентификации 
рукописного текста. 
2) Сегментации цифровых изображений рукописного текста. 
3) Разработка и исследование различных мер близости в задачах 
прецедентной 
идентификации фрагментов рукописного текста. Разработка решающей 
функции. 
Интересуют соответствие тематике журнала, возможность и сроки 
публикации. 
",вопросы
"Re: статья на рецензирование рецензия на статью.docx 
Четверг,  6 сентября 2018, 14:31 +03:00 от Vestnik VSU <csit@cs.vsu.ru:
Уважаемая Ирина Леонидовна   !
Прошу отрецензировать статью для научного журнала Вестник ВГУ САИТ 
И. А. Седых, В. А. Истомин НЕЙРОСЕТЕВОЕ МОДЕЛИРОВАНИЕ ПРОЦЕССА ОХЛАЖДЕНИЯ
ПОЛОСЫ НА СТАНЕ ГОРЯЧЕЙ ПРОКАТКИ
Большая просьба сделать это оперативно до 15.09.2018, т.к. многие статьи
оформлены не правильно и авторам нужно будет корректировать оформление.
Шаблон рецензии и файл с  правилами оформления статей  прикрепляю. 
С уважением, отв. секретарь журнала Гаршина Вероника Викторовна
 
Каширина Ирина
",рецензирование
"Статья в вестник  Здравствуйте, уважаемая редакция! 
Не могли бы Вы подтвердить получение статьи ""ОЦЕНКА ВОЗМОЖНОСТЕЙ ЛИНЕЙНЫХ 
РЕГРЕССИОННЫХ МОДЕЛЕЙ В ЗАДАЧАХ ПРОГНОЗА ВАРИАБЕЛЬНОСТИ СЕРДЕЧНОГО РИТМА"" 
Туровского и Суровцева. 
 
С уважением, 
Суровцев Александр 
",вопросы
" Статья ЗОЛОТУХИН ВУНЦ Статья_ВГУ_Золотухин_Азарнова_20.06.18 (3).doc 
Вероника, добрый день!
Мы с коллегами из военного института написали еще одну статью, посмотрите ее пожалуйста.
Формулы получились не очень хорошо оформлены, но иначе не удается  сохранить размеры.
С уважением, Азарнова Т.В.",подача статьи
"Re: статья на рецензирование Рецензия - А.М. Семенов, Л.Ф. Тагирова, В.К. Тагиров.doc Здравствуйте!
Высылаю рецензию на указанную статью.
С уважением, Сергей Медведев
Четверг,  6 сентября 2018, 14:46 +03:00 от Vestnik VSU <csit@cs.vsu.ru:
Уважаемый Сергей Николаевич  !
Прошу отрецензировать статью для научного журнала Вестник ВГУ САИТ 
А.М. Семенов, Л.Ф. Тагирова, В.К. Тагиров СИСТЕМА ПОДДЕРЖКИ ПРИНЯТИЯ РЕШЕНИЯ
ВЫБОРА ПРЕТЕНДЕНТА НА ВАКАНТНУЮ ДОЛЖНОСТЬ С ЭЛЕМЕНТАМИ ИСКУССТВЕННОГО
ИНТЕЛЛЕКТА
Большая просьба сделать это оперативно до 15.09.2018, т.к. многие статьи
оформлены не правильно и авторам нужно будет корректировать оформление.
Шаблон рецензии и файл с  правилами оформления статей  прикрепляю. 
С уважением, отв. секретарь журнала Гаршина Вероника Викторовна
 
Сергей Медведев
",рецензирование
"Задорожний рец Шмырин Рец. на Шмырина А.М..doc Отправляю рецензию на статью. 
Искренне В.Задорожний 
",рецензирование
"статьи Вестник-ВГУ-2018_№ 3_статья Рогожин, Дурденко, Баторов.rar,Вестник ВГУ-2018_№ 2_статья Рогожин, Дурденко, Баторов.rar Здравствуйте, уважаемая Вероника Викторовна!
Скажите, пожалуйста, прикрепленные статьи вошли в 3 выпуск Вестника?
Статьи направлялись через Дурденко В.А., причем одна из них планировалась во второй номер и была направлена еще в мае, но в выпуске ее не оказалось... 
С уважением, 
Александр Рогожин
raa_tsbs@list.ru",вопросы
"Одинцов_Статья  Одинцов-Когнитивн.docx Здравствуйте, уважаемая редакция! В нашем университете (Финансовый 
университет при Правительстве РФ) распространили список журналов, в которых 
нам рекомендовано публиковаться. В списке имеется <Вестник Воронежского 
государственного университета. Серия: Системный анализ и информационные 
технологии. Высылаю Вам свою работу для рецензирования, касающуюся 
интеллектуальных систем. Возможно ее содержание соответствует уровню Вашего 
Вестника.  
С ув. Одинцов Борис Ефимович, д.э.н., профессор департамента анализа данных, 
принятия решений и финансовых технологий Финансового университета при 
Правительстве РФ. 
",рецензирование
"Конференция «Актуальные проблемы прикладной математики, информатики и механики» 2018 Информационное письмо.pdf Глубокоуважаемый коллега! 
Напоминаем Вам, что с 18 по 20 декабря 2018 г. состоится Международная 
научнотехническая конференция  
«Актуальные проблемы прикладной математики, информатики и механики». 
Для участия в конференции необходимо в срок до 15 октября 2018 г. заполнить 
полную регистрационную форму и прикрепить доклад и сканкопию об оплате 
оргвзноса на сайте конференции 
http://www.amm.vsu.ru/conf/index.php?page=Reg . 
Обратите внимание на правила оформления докладов 
http://www.amm.vsu.ru/conf/index.php?page=PravilaOformlMaterials . 
Способы оплаты оргвзноса представлены на сайте 
http://www.amm.vsu.ru/conf/index.php?page=PravilaUplatyOrganizVznosov . 
Все принятые статьи будут опубликованы в электронном сборнике научных трудов 
конференции и проиндексированы в РИНЦ. Электронному сборнику научных трудов 
будет присвоен международный книжный номер ISBN. 
Напоминаем, что поступившие в Программный комитет тексты докладов будут 
проходить отбор для опубликования в научном журнале ""Journal of Physics: 
Conference Series"", индексируемом в Web of Science и Scopus. 
В случае получения рекомендации к опубликованию, Вам будет отправлено 
уведомление не позднее 25 октября. 
Важно! Для публикации статьи в данных изданиях необходимо очное участие в 
конференции. 
Более подробную информацию можно получить на сайте конференции 
http://www.amm.vsu.ru/conf/index.php   
или у оргкомитета AMCSMconf@amm.vsu.ru . 
С уважением, Оргкомитет. 
",другое
"Стихи Тюкачеву Стихи для Тюкачева.doc Добрый вечер! 
Высылаю стихи, сочиненные на шестидесятилетие Тюкачева и его памяти. Стихотворение Памяти Тюкачева может быть переложено на музыку, так как его я писал с сохранением ритма   очередности ударений. Не знаю, как это называется у литераторов. 
До свидания!",другое
"Добавление автора в статью  Здравствуйте Виктория Викторовна , 
Изменились входные данные по статье Трофименко Е.В., Хмельков Н.В. 
Разработка методики улучшения детализации карты глубины стериоизображения 
просьба добавить еще одного автора: Хмелёва Ирина Владимировна 
к.т. наук, доцент кафедры ИВТ,  КыргызскоРоссийский Славянский университет 
hmelevai@gmail.com 
  
С уважением 
Трофименко Елена Владимировна 
<https://www.avast.com/sigemail?utm_medium=email&utm_source=link&utm_campaign=sigemail&utm_content=webmail 
Без 
вирусов. www.avast.ru 
<https://www.avast.com/sigemail?utm_medium=email&utm_source=link&utm_campaign=sigemail&utm_content=webmail 
<#m_615525997662353128_DAB4FAD82DD740BBA1B84E2AA1F9FDF2 
",доработка
"от Шашкина РЕЦЕНЗИИ Рецензия1.docx,Рецензия2.docx On Thu, 06 Sep 2018 13:47:41 +0300 
""Vestnik VSU"" <csit@cs.vsu.ru wrote: 
Уважаемый  Александр Иванович! 
Прошу отрецензировать статьи для научного 
журнала Вестник ВГУ САИТ  
1) Бильченко Г. Г., Бильченко Н. Г. ОБРАТНЫЕ 
ЗАДАЧИ ТЕПЛОМАССООБМЕНА 
НА ПРОНИЦАЕМЫХ ПОВЕРХНОСТЯХ ГИПЕРЗВУКОВЫХ 
ЛЕТАТЕЛЬНЫХ АППАРАТОВ. IV. КЛАССИФИКАЦИЯ ЗАДАЧ 
НА ВСЁМ УЧАСТКЕ УПРАВЛЕНИЯ 
2) Бильченко Г. Г., Бильченко Н. Г. ОБРАТНЫЕ 
ЗАДАЧИ ТЕПЛОМАССООБМЕНА НА 
ПРОНИЦАЕМЫХ ПОВЕРХНОСТЯХ ГИПЕРЗВУКОВЫХ 
ЛЕТАТЕЛЬНЫХ АППАРАТОВ. V. СМЕШАННЫЕ 
ЗАДАЧИ НА ФРАГМЕНТАХ УЧАСТКА УПРАВЛЕНИЯ 
Большая просьба сделать это оперативно до 
15.09.2018, т.к. многие статьи 
оформлены не правильно и авторам нужно будет 
корректировать оформление. 
Шаблон рецензии и файл с  правилами оформления 
статей  прикрепляю.  
С уважением, отв. секретарь журнала Гаршина 
Вероника Викторовна 
С уважением, декан факультета ПММ ВГУ 
д.ф.м.н.,проф. Шашкин Александр Иванович 
т. 8(473)2208322 
dean@amm.vsu.ru 
",рецензирование
"Статья для публикации ""ОПЫТ РАЗРАБОТКИ И ВНЕДРЕНИЯ ЕДИНОЙ СИСТЕМЫ УПРАВЛЕНИЯ НСИ АО ""ОКБ ""НОВАТОР"" Логинов Розенбаум Номенклатурный справочник.docx Добрый день, коллеги. 
Хотелось бы опубликовать статью в ""Вестнике Воронежского государственного 
технического университета"" в серии ""Системный анализ и информационные 
технологии"". 
Высылаю вам статью в формате Word. 
Подскажите, пожалуйста, возможна ли такая публикация в вашем журнале и 
нужны ли ещё от меня какиелибо документы? 
С уважением, 
Логинов Александр 
",подача статьи
"Re[4]: сверка статьи  Вероника Викторовна, еще не напечатало издательство 2 номер серии ""Системный анализ?"" 
Когда будете высылать авторские экземпляры?
Можете ли вы выслать 4 авторских экземпляра по адресу:
Сергееву А.С      
ул. Инициативная, д. 44, кв. 12
г. Таганрог
Ростовская обл.
347942
C уважением
Сергеев А.С.
",вопросы
"Re[4]: сверка статьи  Вероника Викторовна, почему не отвечаете? Еще не напечатало издательство 2 номер серии ""Системный анализ?"" 
Когда будете высылать авторские экземпляры?
Можете ли вы выслать 4 авторских экземпляра по адресу:
Сергееву А.С      
ул. Инициативная, д. 44, кв. 12
г. Таганрог
Ростовская обл.
347942
C уважением
Сергеев А.С.",вопросы
"RE: Re: Публикация статьи  Здравствуйте. Прошло уже достаточно много времени и хотелось бы продублировать 
свой прежний вопрос и узнать, на каком этапе находится статья? Нам важно 
опубликовать работу в этом году. Спасибо 
04.09.2018, 13:32, Vestnik VSU <csit@cs.vsu.ru Уважаемые авторы! 
Пока рецензия на Вашу статью  Реализация квантового алгоритма для решения 
транспортной задачи коммивояжера  не готова. 
Отв. секретарь журнала Гаршина В.В. 
On Tue, 4 Sep 2018 11:04:05 +0300 
""Potapov S. Viktor"" <vityapotapov@rambler.ru wrote: 
Здравствуйте. Статья прошла процесс рецензирования или еще нет? Спасибо 
___________________________________________ 
Potapov S. Viktor 
Postgraduate student of the Department of Computer Science 
Institute of Computer Technology and Information Security 
Southern Federal University 09/08/2018, 12:37:09 пользователь Vestnik VSU 
(csit@cs.vsu.ru) написал: 
Уважаемые авторы! 
Редакцией журнала Вестник ВГУ САИТ получена статья  Реализация квантового 
алгоритма для решения транспортной задачи коммивояжера 
Статья будет передана на рецензирование. Результаты сообщим. 
Отв. секретарь журнала Гаршина Вероника Викторовна 
On Sun, 5 Aug 2018 23:54:58 +0300 
""Potapov S. Viktor"" < vityapotapov@rambler.ru wrote: 
Здравствуйте, прошу рассмотреть статью на предмет публикации в журнале. 
Если 
потребуются иные документы или правки  обязуюсь оперативно предоставить. 
Спасибо 
___________________________________________ 
Potapov S. Viktor 
Postgraduate student of the Department of Computer Science 
Institute of Computer Technology and Information Security 
Southern Federal University 
03.08.2018, 23:56, Vestnik VSU < csit@cs.vsu.ruУважаемый автор! 
1)Журнал Вестник ВГУ Серия САИТ входит в перечень ВАК. 
2)Публикации в журнале для всех авторов бесплатные. 
3)Тематика статьи соответствует направлениям журнала 
4) Если хотите, чтобы статья была принята к рецензированию, необходимо 
оформить ее по правилам журнала.Правила прикрепляю. 
Отв. секретарь журнала Гаршина Вероника Викторовна 
On Fri, 3 Aug 2018 14:34:08 +0300 
""Potapov S. Viktor"" < vityapotapov@rambler.ru wrote: 
Здравствуйте. Входит ли журнал в перечень журналов ВАК? Какова 
стоимость 
публикации статьи? Подходит ли работа под тематику журнала? Спасибо. 
___________________________________________ 
Potapov S. Viktor 
Postgraduate student of the Department of Computer Science 
Institute of Computer Technology and Information Security 
Southern Federal University 
",вопросы
"RE: Статья    
From: Борис Одинцов [mailto:odintsov45@list.ru]  
Sent: Wednesday, September 26, 2018 8:12 AM 
To: 'csit@cs.vsu.ru' 
Subject: Статья 
Здравствуйте, ув. господа! Обращаюсь  к вам вторично. 17.09.2018 я выслал в 
ваш адрес свою статью <ПОРОЖДЕНИЕ НОВОГО ЗНАНИЯ ДЛЯ СОЗДАНИЯ БАЗ ЗНАНИЙ 
ИНТЕЛЛЕКТУАЛЬНЫХ СИСТЕМ для рецензирования. Сообщите, пожалуйста, подходит 
ли моя работа для вашего издания. С ув. Одинцов Б.Е. 
",вопросы
"Статья  Здравствуйте, ув. господа! 17.09.2018 я выслал в ваш адрес свою статью 
<ПОРОЖДЕНИЕ НОВОГО ЗНАНИЯ ДЛЯ СОЗДАНИЯ БАЗ ЗНАНИЙ ИНТЕЛЛЕКТУАЛЬНЫХ СИСТЕМ 
для рецензирования. Сообщите, пожалуйста, о получении. С ув. Одинцов Б.Е. 
",вопросы
"Задорожний Наши юбиляры.docx,Перов Анатолий Иванович.JPG Направляю статью о Перове. Я думаю можно будет опубликовать. Спросите У 
Сироты. 
Искренне проф. В. Задорожний 
",подача статьи
"Статья для публикации  Коллеги, добрый день. 
Неделю назад отправлял статью для возможной публикации в вашем журнале 
(""Вестник Воронежского государственного технического университета"" серия 
""Системный анализ и информационные технологии""). 
До сих пор не получил ответа. 
Подскажите, пожалуйста, Вы получали моё письмо. 
С уважением, 
Логинов Александр 
",вопросы
"Re[2]: статья для публикации в журнале ""Вестник ВГУ""  Вероника Викторовна, почему не отвечаете? Ответьте, если не трудно, уже вышел из
печати 2 номер серии ""Системный анализ""? Там наша статья ""MЕТОДЫ РЕШЕНИЯ
ЗАДАЧ КРИПТОАНАЛИЗА БЛОЧНЫХ КРИПТОСИСТЕМ НА ОСНОВЕ БИОИНСПИРИОВАННЫХ
ТЕХНОЛОГИЙ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА"".
Когда будут высылаться авторские экземпляры? 
Еще раз напоминаю адрес для отправки авторских экземпляров:
Сергееву А.С      
ул. Инициативная, д. 44, кв. 12
г. Таганрог
Ростовская обл.
347942
Ответьте, наконец, когда будут высланы авторские экземпляры журнала.
Сергеев А.С.
",вопросы
"Статьи в четвертый номер 2018 Применение фильтра Калмана Вестник ВГУ.doc,Применение метода инструментальных переменных Вестник ВГУ.docx Привет, Вероника! 
Высылаю две статьи в четвертый номер 2018 года. Большая просьба 
опубликовать их обе в этом номере. 
С уважением, Копытин А.В. 
",подача статьи
"FWD: RE: Re: Публикация статьи  Здравствуйте. Прошло уже достаточно много времени и хотелось бы продублировать 
свой прежний вопрос и узнать, на каком этапе находится статья? Нам важно 
опубликовать работу в этом году. Спасибо 
04.09.2018, 13:32, Vestnik VSU <csit@cs.vsu.ruУважаемые авторы! 
Пока рецензия на Вашу статью  Реализация квантового алгоритма для решения 
транспортной задачи коммивояжера  не готова. 
Отв. секретарь журнала Гаршина В.В. 
On Tue, 4 Sep 2018 11:04:05 +0300 
""Potapov S. Viktor"" <vityapotapov@rambler.ru wrote: 
Здравствуйте. Статья прошла процесс рецензирования или еще нет? Спасибо 
___________________________________________ 
Potapov S. Viktor 
Postgraduate student of the Department of Computer Science 
Institute of Computer Technology and Information Security 
Southern Federal University 09/08/2018, 12:37:09 пользователь Vestnik VSU 
(csit@cs.vsu.ru) написал: 
Уважаемые авторы! 
Редакцией журнала Вестник ВГУ САИТ получена статья  Реализация квантового 
алгоритма для решения транспортной задачи коммивояжера 
Статья будет передана на рецензирование. Результаты сообщим. 
Отв. секретарь журнала Гаршина Вероника Викторовна 
On Sun, 5 Aug 2018 23:54:58 +0300 
""Potapov S. Viktor"" < vityapotapov@rambler.ru wrote: 
Здравствуйте, прошу рассмотреть статью на предмет публикации в журнале. 
Если 
потребуются иные документы или правки  обязуюсь оперативно предоставить. 
Спасибо 
___________________________________________ 
Potapov S. Viktor 
Postgraduate student of the Department of Computer Science 
Institute of Computer Technology and Information Security 
Southern Federal University 
03.08.2018, 23:56, Vestnik VSU < csit@cs.vsu.ruУважаемый автор! 
1)Журнал Вестник ВГУ Серия САИТ входит в перечень ВАК. 
2)Публикации в журнале для всех авторов бесплатные. 
3)Тематика статьи соответствует направлениям журнала 
4) Если хотите, чтобы статья была принята к рецензированию, необходимо 
оформить ее по правилам журнала.Правила прикрепляю. 
Отв. секретарь журнала Гаршина Вероника Викторовна 
On Fri, 3 Aug 2018 14:34:08 +0300 
""Potapov S. Viktor"" < vityapotapov@rambler.ru wrote: 
Здравствуйте. Входит ли журнал в перечень журналов ВАК? Какова 
стоимость 
публикации статьи? Подходит ли работа под тематику журнала? Спасибо. 
___________________________________________ 
Potapov S. Viktor 
Postgraduate student of the Department of Computer Science 
Institute of Computer Technology and Information Security 
Southern Federal University 
",вопросы
"Re: Возможность публикации в журнале ""Вестник ВГУ. Серия: Системный анализ и информационные технологии""  8 октября, почти два месяца назад я передал вам материалы для 
рецензирования и дальнейшей публикации. С тех пор от вас не было никаких 
вестей. Если до конца недели я не получи никакой информации, придется 
принимать меры. 
вс, 9 сент. 2018 г. в 9:05, Никита Ефимов <n.o.efimov@gmail.com: 
Здравствуйте, 10 августа передал вам материалы с расчетом на публикацию в 
сентябре, хотелось бы узнать текущее состояние дел. 
сб, 11 авг. 2018 г. в 14:34, Vestnik VSU <csit@cs.vsu.ru: 
Материалы статьи получены, будут переданы на рецензирование. 
Отв. секретарь журнала Гаршина В.В. 
On Fri, 10 Aug 2018 10:44:03 +0200 
Никита Ефимов <n.o.efimov@gmail.com wrote: 
Здравствуйте, высылаю рабочую версию статьи. При возможности публикации 
в 
сентябре обязуюсь доработать в кратчайшие сроки. 
4 августа 2018 г., 11:31 пользователь Vestnik VSU <csit@cs.vsu.ru 
написал: 
Присылайте, рассмотрим. 
On Sat, 4 Aug 2018 11:18:00 +0300 
Никита <n.o.efimov@gmail.com wrote: 
Здравствуйте, предыдущую статью уже отдал в другой журнал. Но если 
есть 
возможность публикации в выпуске за сентябрь, могу в течение 
следующей 
модели подготовить новую статью ( материалы есть). Возможно так 
сделать? 
С уважением, Никита. 
3 авг. 2018 г., в 23:28, Vestnik VSU <csit@cs.vsu.ru 
написал(а): 
Уважаемый автор! 
Перечисленные Вами темы входят в круг научных направлений, 
поддерживаемых 
нашим журналом. Присылайте материалы, мы рассмотрим. Сейчас 
рецензируются 
статьи в 32018 (выход  сентябрь) и 42018 (выход январь 2019) 
Отв секретарь журнала Гаршина Вероника Викторовна 
On Thu, 12 Jul 2018 10:46:14 +0200 
Никита Ефимов <n.o.efimov@gmail.com wrote: 
Здравствуйте, я аспирант НИУ БелГУ по специальности 05.13.17 
""Теоретические 
основы информатики"". Работаю над системой прецедентной 
идентификации 
фрагментов изображений рукописного текста. 
Хотел бы опубликовать статьи в журнале ""Вестник ВГУ. Серия: 
Системный 
анализ и информационные технологии"" на темы: 
1) Использование значений энергии в заданных частотных 
интервалов в 
качестве признакового пространства в задачах прецедентной 
идентификации 
рукописного текста. 
2) Сегментации цифровых изображений рукописного текста. 
3) Разработка и исследование различных мер близости в задачах 
прецедентной 
идентификации фрагментов рукописного текста. Разработка решающей 
функции. 
Интересуют соответствие тематике журнала, возможность и сроки 
публикации. 
",вопросы
"Re[5]: Публикация статьи  Добрый день, коллеги! Не могли бы Вы подсказать, не прочитана ли наша статья? Имеются ли замечания, которые требуется исправить?
статья  СИСТЕМА ПОДДЕРЖКИ ПРИНЯТИЯ РЕШЕНИЯ ВЫБОРА ПРЕТЕНДЕНТА НА ВАКАНТНУЮ ДОЛЖНОСТЬ С ЭЛЕМЕНТАМИ
ИСКУССТВЕННОГО ИНТЕЛЛЕКТА авторы  А.М. Семенов, Л.Ф. Тагирова, В.К.Тагиров
Суббота,  1 сентября 2018, 16:13 +05:00 от Лилия Тагирова <lg77@mail.ru:
Спасибо большое! Простите еще раз за беспокойство. Будем ждать.
Суббота,  1 сентября 2018, 14:57 +05:00 от Vestnik VSU < csit@cs.vsu.ru :
Уважаемые авторы!
Рецензия на вашу статью еще не получена от рецензента.
Как только будут известны результаты рецензирования  сообщим.
Отв. секретарь журнала Гаршина В.В.
On Tue, 28 Aug 2018 12:04:25 +0300
Лилия Тагирова < lg77@mail.ru  wrote:
Уважаемые коллеги! Простите. Не могли бы Вы сказать, какие замечания у нас
по статье? Может быть надо что то исправить? Какие замечания у рецензента ?
С уважением, Тагирова Л.Ф.
четверг, 9 августа 2018 г., 2:31 +0500 от  csit@cs.vsu.ru
< csit@cs.vsu.ru :
Уважаемые авторы!
Редакцией журнала Вестник ВГУ САИТ получена статья  СИСТЕМА ПОДДЕРЖКИ
ПРИНЯТИЯ РЕШЕНИЯ ВЫБОРА ПРЕТЕНДЕНТА НА ВАКАНТНУЮ ДОЛЖНОСТЬ С ЭЛЕМЕНТАМИ
ИСКУССТВЕННОГО ИНТЕЛЛЕКТА авторы  А.М. Семенов, Л.Ф. Тагирова, В.К.
Тагиров
Статья будет передана на рецензирование. Результаты сообщим.
Отв. секретарь журнала Гаршина Вероника Викторовна
On Sun, 05 Aug 2018 23:31:34 +0300
Лилия Тагирова <  lg77@mail.ru  wrote:
Добрый день, уважаемые коллеги, редакторы журнала Вестник Воронежского
государственного университета. Мы хотели опубликовать статью в Вашем
журнале. Серия: Системный анализ и информационные технологии.
Отправляем Вам нашу статью и рисунки в отдельных файлах.
Ждем ответа с дальнейшими инструкциями. Какие еще документы нужны, либо
какие то коррективы необходимо внести.
С уважением, Тагирова Л.Ф.
С уважением, Тагирова Л.Ф.
С уважением, Тагирова Л.Ф.
",вопросы
"ВАК статьи   Здравствуйте, 
Я аспирантка и мне нужно опубликовать ВАК статью. 
Хотелось узнать 2 вопроса: 
1. Сколько стоит опубликовать ВАК статью? 
2. Как скоро она будет опубликована, после того когда я Вам отправлю? 
С уважением, 
Илчева Валерия! 
",вопросы
"Конференция «Актуальные проблемы прикладной математики, информатики и механики» 2018  Глубокоуважаемый коллега! 
Напоминаем Вам, что с 17 по 19 декабря 2018 г. состоится Международная 
научнотехническая конференция  
«Актуальные проблемы прикладной математики, информатики и механики». 
Список докладов, поданных на конференцию, доступен на странице 
http://www.amm.vsu.ru/conf/index.php?page=Doklads . 
Для участия в конференции необходимо в срок до 15 октября 2018 г. заполнить 
полную регистрационную форму и прикрепить доклад и сканкопию об оплате 
оргвзноса на сайте конференции 
http://www.amm.vsu.ru/conf/index.php?page=Reg . 
Обратите внимание на правила оформления докладов 
http://www.amm.vsu.ru/conf/index.php?page=PravilaOformlMaterials . 
Способы оплаты оргвзноса представлены на сайте 
http://www.amm.vsu.ru/conf/index.php?page=PravilaUplatyOrganizVznosov . 
Все принятые статьи будут опубликованы в электронном сборнике научных трудов 
конференции и проиндексированы в РИНЦ. Электронному сборнику научных трудов 
будет присвоен международный книжный номер ISBN. 
Напоминаем, что поступившие в Программный комитет тексты докладов будут 
проходить отбор для опубликования в научном журнале ""Journal of Physics: 
Conference Series"", индексируемом в Web of Science и Scopus. 
В случае получения рекомендации к опубликованию, Вам будет отправлено 
уведомление не позднее 25 октября. 
Важно! Для публикации статьи в данных изданиях необходимо очное участие в 
конференции. 
Более подробную информацию можно получить на сайте конференции 
http://www.amm.vsu.ru/conf/index.php   
или у оргкомитета AMCSMconf@amm.vsu.ru . 
С уважением, Оргкомитет. 
",другое
"Отзыв просьбы о публикации статьи  Коллеги, добрый день. 
21 сентября 2018 направлял Вам статью ""ОПЫТ РАЗРАБОТКИ И ВНЕДРЕНИЯ ЕДИНОЙ 
СИСТЕМЫ УПРАВЛЕНИЯ НСИ АО ОКБ НОВАТОР"" для рассмотрения возможности 
публикации её в ""Вестнике Воронежского государственного технического 
университета"" в серии ""Системный анализ и информационные технологии"". 
К сожалению, от Вас не было никакого ответа ни на это письмо, ни на письмо 
от 28 сентября 2018. По телефону, указанному на сайте, дозвониться я не 
смог. 
Прошу отозвать мою просьбу о публикации данной статьи. Попробую 
опубликоваться у Вас в следующий раз. 
С уважением, 
Логинов Александр 
",вопросы
